coder.id,paper.doi_1,Aim,performance.type,Aim.disagree,Q49,initial.note,claim.presence,Flag,Flag.type,Flag.type_3_TEXT,Note.final,group,variable,value,theme_count
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,opportunity.type,the Environment,189
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,opportunity.type,Humans,187
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,env.opps,Non-specified,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,Human.opps,Public Health,184
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,Health.opps,Offering Better Nutrition,40
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,Health.opps,Food Safety Improvements,90
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,Food.safety,Reducing risk of Contaminants,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,existence,1 - The theme exists,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,14,fulfillment,0.5 - hedging,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,more,Yes,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,problem.or.benefit,Opportunity,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,opportunity.type,the Environment,189
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,opportunity.type,Humans,187
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,env.opps,Biodiversity Impacts,26
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,env.opps,Climate Change Impacts,50
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,env.opps,Pollution,113
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,pollution,Air,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,Human.opps,Public Health,184
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,Health.opps,Increasing Food Security,147
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,existence,1 - The theme exists,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,15,fulfillment,0.5 - hedging,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,16,more,Yes,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,16,problem.or.benefit,Barrier,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,16,develop.or.adopt,Adoption,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,16,adoption.category,Public Distrust,119
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,16,distrust.sources,Non-specified concerns,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,16,existence,1 - The theme exists,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,16,fulfillment,0 - Theme may or may not be overcome,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,17,more,Yes,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,17,problem.or.benefit,Consequence,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,17,consequences,Overconsumption Continues,8
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,17,existence,0.5 - hedging,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,17,fulfillment,Not Indicated,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,more,Yes,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,problem.or.benefit,Opportunity,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,opportunity.type,the Environment,189
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,opportunity.type,Humans,187
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,env.opps,Non-specified,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,Human.opps,Public Health,184
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,Health.opps,Increasing Food Security,147
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,existence,1 - The theme exists,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,18,fulfillment,0 - Theme may or may not be overcome,NA
Chris,10.1111/faf.12541,Review,NA,Different Aim,Performance,NA,Yes,NA,NA,NA,NA,19,more,No - Continue to Final Note,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,problem.or.benefit,Barrier,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,develop.or.adopt,Adoption,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,adoption.category,Public Distrust,119
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,distrust.sources,Safety Concerns,44
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,distrust.sources,Neophobia,24
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,distrust.sources,Unnatural perceptions,58
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,existence,1 - The theme exists,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,fulfillment,Not Indicated,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,problem.or.benefit,Barrier,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,problem.or.benefit,Opportunity,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,develop.or.adopt,Adoption,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,adoption.category,Public Distrust,119
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,distrust.sources,Health Concerns,46
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,distrust.sources,Unnatural perceptions,58
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,distrust.sources,Other (write),NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,distrust.sources_13_TEXT,Animal Welfare,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Humans,187
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Human.opps,Public Health,184
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Health.opps,Increasing Food Security,147
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,existence,0.5 - hedging,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,fulfillment,0.5 - hedging,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,problem.or.benefit,Opportunity,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,opportunity.type,the Environment,189
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Climate Change Impacts,50
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Pollution,113
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Non-specified,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,pollution,Air,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,existence,1 - The theme exists,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,fulfillment,0.5 - hedging,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,problem.or.benefit,Barrier,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,develop.or.adopt,Development,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,develop.or.adopt,Adoption,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,adoption.category,Public Distrust,119
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,adoption.category,Cost or Willingness to Pay,63
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,distrust.sources,Neophobia,24
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,distrust.sources,Non-specified concerns,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,distrust.sources,Unnatural perceptions,58
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,distrust.sources,Other (write),NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,distrust.sources_13_TEXT,Trust in Food Industry,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,development.category,Process and Bioreactors,61
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,development.category,Poor Sensory Attribute,51
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,senses.dev,Taste,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,senses.dev,Looks,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,senses.dev,Texture,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,existence,1 - The theme exists,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,fulfillment,Not Indicated,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,problem.or.benefit,Opportunity,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,opportunity.type,the Environment,189
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,env.opps,Excessive Fresh Water Use,77
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,env.opps,Land Use or Land Change,90
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,env.opps,Biodiversity Impacts,26
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,existence,1 - The theme exists,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,fulfillment,1 - Theme will be overcome/fulfilled or already is,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,problem.or.benefit,Opportunity,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,opportunity.type,Humans,187
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,Human.opps,Public Health,184
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,Health.opps,Offering Better Nutrition,40
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,Health.opps,Food Safety Improvements,90
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,Food.safety,Zoonosis Reductions,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,Food.safety,Reducing risk of Contaminants,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,Food.safety,Reducing Antibiotics used for Livestock,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,existence,1 - The theme exists,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,fulfillment,0.5 - hedging,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,problem.or.benefit,Barrier,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,develop.or.adopt,Adoption,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,adoption.category,Public Distrust,119
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,distrust.sources,Safety Concerns,44
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,distrust.sources,Neophobia,24
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,distrust.sources,Unnatural perceptions,58
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,distrust.sources,Other (write),NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,distrust.sources_13_TEXT,Environmental Benefits,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,existence,1 - The theme exists,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,7,fulfillment,0.5 - hedging,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,8,more,Yes,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,8,problem.or.benefit,Barrier,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,8,develop.or.adopt,Adoption,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,8,adoption.category,Regulations,36
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,8,existence,1 - The theme exists,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,8,fulfillment,Not Indicated,NA
Chris,10.3390/su141912501,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,9,more,No - Continue to Final Note,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,more,Yes,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,problem.or.benefit,Opportunity,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,opportunity.type,the Environment,189
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,env.opps,Non-specified,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,existence,1 - The theme exists,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,fulfillment,1 - Theme will be overcome/fulfilled or already is,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,more,Yes,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,problem.or.benefit,Opportunity,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Livestock,131
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Humans,187
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Human.opps,Public Health,184
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Health.opps,Increasing Food Security,147
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,existence,1 - The theme exists,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,fulfillment,0.5 - hedging,NA
Chris,10.1155/2024/1027972,Media,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,more,No - Continue to Final Note,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,more,Yes,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,problem.or.benefit,Opportunity,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,opportunity.type,the Environment,189
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,opportunity.type,Humans,187
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,env.opps,Excessive Fresh Water Use,77
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,env.opps,Land Use or Land Change,90
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,Human.opps,Economic - (includes energy efficiency),67
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,Human.opps,Public Health,184
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,Health.opps,Increasing Food Security,147
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,existence,1 - The theme exists,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,fulfillment,0.5 - hedging,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,more,Yes,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,problem.or.benefit,Opportunity,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,the Environment,189
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Humans,187
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,env.opps,Excessive Fresh Water Use,77
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,env.opps,Land Use or Land Change,90
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,env.opps,Pollution,113
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,pollution,Air,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,pollution,Water,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Human.opps,Public Health,184
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Health.opps,Increasing Food Security,147
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,existence,1 - The theme exists,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,fulfillment,0.5 - hedging,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,more,Yes,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,problem.or.benefit,Opportunity,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,opportunity.type,Humans,187
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Human.opps,Economic - (includes energy efficiency),67
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Human.opps,Public Health,184
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Health.opps,Offering Better Nutrition,40
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Health.opps,Food Safety Improvements,90
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Food.safety,Reducing risk of Contaminants,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,existence,1 - The theme exists,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,fulfillment,1 - Theme will be overcome/fulfilled or already is,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,more,Yes,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,problem.or.benefit,Barrier,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,develop.or.adopt,Development,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,development.category,Scaffolds,75
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,existence,1 - The theme exists,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,fulfillment,0.5 - hedging,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,more,Yes,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,problem.or.benefit,Barrier,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,develop.or.adopt,Development,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,development.category,Process and Bioreactors,61
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,development.category,Poor Sensory Attribute,51
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,senses.dev,Taste,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,senses.dev,Texture,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,existence,1 - The theme exists,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,fulfillment,0.5 - hedging,NA
Chris,10.1159/000511764,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,more,No - Continue to Final Note,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,more,Yes,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,problem.or.benefit,Barrier,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,develop.or.adopt,Development,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,development.category,Scaffolds,75
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,development.category,Cell Sources and Differentiation,44
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,development.category,non-Nutritious,25
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,development.category,Poor Sensory Attribute,51
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,senses.dev,not specified sensory attribute,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,existence,1 - The theme exists,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,fulfillment,0.5 - hedging,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,more,Yes,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,problem.or.benefit,Opportunity,NA
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,the Environment,189
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Livestock,131
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Humans,187
Chris,10.1016/j.foodres.2022.111561,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,env.opps,Pollution,113
