doi,title,url,publisherID,journalID,dateCreated,references,referencedBy,aim
10.1016/j.isci.2022.105054,Recombinant production of growth factors for application in cell culture,https://doi.org/10.1016/j.isci.2022.105054,Elsevier BV,iScience,2022-09-03,57,44,Media
10.1038/s41467-021-25236-9,Engineered whole cut meat-like tissue by the assembly of cell fibers using tendon-gel integrated bioprinting,https://doi.org/10.1038/s41467-021-25236-9,Springer Science and Business Media LLC,Nature Communications,2021-08-24,51,217,Scaffolding
10.1002/jbm.a.37241,Decellularized grass as a sustainable scaffold for skeletal muscle tissue engineering,https://doi.org/10.1002/jbm.a.37241,Wiley,Journal of Biomedical Materials Research Part A,2021-05-31,49,50,Scaffolding
10.1002/bit.27469,Bioprocess development for scalable production of cultivated meat,https://doi.org/10.1002/bit.27469,Wiley,Biotechnology and Bioengineering,2020-06-22,45,49,Process
10.3390/ani12233328,Inhibition of GSK3β Promotes Proliferation and Suppresses Apoptosis of Porcine Muscle Satellite Cells,https://doi.org/10.3390/ani12233328,MDPI AG,Animals,2022-11-29,61,7,Cell Sources
10.3390/foods9020185,A New Edible Film to Produce In Vitro Meat,https://doi.org/10.3390/foods9020185,MDPI AG,Foods,2020-02-25,32,47,Media
10.1038/s43016-022-00601-z,A virtue-ethical approach to cultured meat,https://doi.org/10.1038/s43016-022-00601-z,Springer Science and Business Media LLC,Nature Food,2022-10-18,21,9,Ethics
10.1108/jiabr-01-2022-0002,Recombinant collagen-like protein: ethical policy and consumers’ likelihood to consume,https://doi.org/10.1108/jiabr-01-2022-0002,Emerald,Journal of Islamic Accounting and Business Research,2023-08-08,109,1,NA
10.1016/j.appet.2016.10.002,Explicit and implicit attitude toward an emerging food technology: The case of cultured meat,https://doi.org/10.1016/j.appet.2016.10.002,Elsevier BV,Appetite,2016-10-08,67,155,Acceptance
10.1038/s41467-023-44001-8,Generation of three-dimensional meat-like tissue from stable pig epiblast stem cells,https://doi.org/10.1038/s41467-023-44001-8,Springer Science and Business Media LLC,Nature Communications,2023-12-09,69,28,Cell Differentiation
10.1007/s11673-023-10254-7,Flesh Without Blood: The Public Health Benefits of Lab‐Grown Meat,https://doi.org/10.1007/s11673-023-10254-7,Springer Science and Business Media LLC,Journal of Bioethical Inquiry,2023-09-01,52,4,Review
10.1093/af/vfac002,Is “cultured meat” a viable alternative to slaughtering animals and a good comprise between animal welfare and human expectations?,https://doi.org/10.1093/af/vfac002,Oxford University Press (OUP),Animal Frontiers,2022-03-17,29,57,Review
10.3390/polym13172882,An Environmental Friendly Tapioca Starch-Alginate Cultured Scaffold as Biomimetic Muscle Tissue,https://doi.org/10.3390/polym13172882,MDPI AG,Polymers,2021-08-31,73,13,Scaffolding
10.3390/foods11193037,Entomoculture: A Preliminary Techno-Economic Assessment,https://doi.org/10.3390/foods11193037,MDPI AG,Foods,2022-10-08,68,7,Performance
10.1016/j.biomaterials.2022.121659,Edible films for cultivated meat production,https://doi.org/10.1016/j.biomaterials.2022.121659,Elsevier BV,Biomaterials,2022-07-06,91,67,Scaffolding
10.3390/su152316164,Microbiota-Derived Postbiotics Enhance the Proliferative Effects of Growth Factors on Satellite Cells in Cultivated Meat Applications,https://doi.org/10.3390/su152316164,MDPI AG,Sustainability,2023-11-21,41,3,Media
10.1016/j.matdes.2024.112992,Use of negative thermal expansion to design scaffolds for cultured meat,https://doi.org/10.1016/j.matdes.2024.112992,Elsevier BV,Materials &amp; Design,2024-04-30,45,2,Scaffolding
10.1016/j.meatsci.2022.109081,Will cultured meat be served on Chinese tables? A study of consumer attitudes and intentions about cultured meat in China,https://doi.org/10.1016/j.meatsci.2022.109081,Elsevier BV,Meat Science,2022-12-20,64,24,NA
10.3390/su15054009,Perceptions of Cultivated Meat in Millennial and Generation X Consumers Resident in Aotearoa New Zealand,https://doi.org/10.3390/su15054009,MDPI AG,Sustainability,2023-02-23,57,8,Acceptance
10.1002/adma.202207397,3D‐Printed Prolamin Scaffolds for Cell‐Based Meat Culture,https://doi.org/10.1002/adma.202207397,Wiley,Advanced Materials,2022-10-22,33,61,Scaffolding
10.1038/s41538-024-00257-y,Stretchable zein-coated alginate fiber for aligning muscle cells to artificially produce cultivated meat,https://doi.org/10.1038/s41538-024-00257-y,Springer Science and Business Media LLC,npj Science of Food,2024-02-19,47,9,Scaffolding
10.1016/j.ecolecon.2021.107329,How much does it take? Willingness to switch to meat substitutes,https://doi.org/10.1016/j.ecolecon.2021.107329,Elsevier BV,Ecological Economics,2021-12-31,51,47,Acceptance
10.1016/j.biomaterials.2021.121107,Decompartmentalisation as a simple color manipulation of plant-based marbling meat alternatives,https://doi.org/10.1016/j.biomaterials.2021.121107,Elsevier BV,Biomaterials,2021-09-03,73,36,Scaffolding
10.1108/bfj-02-2020-0092,Consumer acceptance of cultured meat: some hints from Italy,https://doi.org/10.1108/bfj-02-2020-0092,Emerald,British Food Journal,2020-06-29,78,66,NA
10.1371/journal.pone.0275009,Investigating the market for cultivated meat as pet food: A survey analysis,https://doi.org/10.1371/journal.pone.0275009,Public Library of Science (PLoS),PLOS ONE,2022-12-30,70,11,Acceptance
10.1016/j.fbio.2022.101766,Natural flavonoid luteolin promotes the differentiation of porcine myoblasts through activation of PI3K/Akt/mTOR signaling,https://doi.org/10.1016/j.fbio.2022.101766,Elsevier BV,Food Bioscience,2022-05-07,39,15,Media
10.1038/d41586-020-03448-1,Will cell-based meat ever be a dinner staple?,https://doi.org/10.1038/d41586-020-03448-1,Springer Science and Business Media LLC,Nature,2020-12-09,7,30,MIN
10.1021/acsbiomaterials.3c01625,Generation of Chicken Contractile Skeletal Muscle Structure Using Decellularized Plant Scaffolds,https://doi.org/10.1021/acsbiomaterials.3c01625,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2024-04-02,44,4,Scaffolding
10.1016/j.bbrc.2023.10.018,Muscle cell proliferation using water-soluble extract from nitrogen-fixing cyanobacteria Anabaena sp. PCC 7120 for sustainable cultured meat production,https://doi.org/10.1016/j.bbrc.2023.10.018,Elsevier BV,Biochemical and Biophysical Research Communications,2023-10-05,37,14,Media
10.1016/j.foodhyd.2024.110412,Aligned electrospun starch-pullulan-protein fibers,https://doi.org/10.1016/j.foodhyd.2024.110412,Elsevier BV,Food Hydrocolloids,2024-07-11,53,2,Scaffolding
10.1073/pnas.2207782120,The big business of sustainable food production and consumption: Exploring the transition to alternative proteins,https://doi.org/10.1073/pnas.2207782120,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,2023-11-13,61,32,Education
10.1038/s41538-019-0054-8,Muscle tissue engineering in fibrous gelatin: implications for meat analogs,https://doi.org/10.1038/s41538-019-0054-8,Springer Science and Business Media LLC,npj Science of Food,2019-10-21,67,160,Scaffolding
10.1038/s41467-023-43984-8,A conversation about cultivated meat,https://doi.org/10.1038/s41467-023-43984-8,Springer Science and Business Media LLC,Nature Communications,2023-12-14,0,1,Acceptance
10.1016/j.meatsci.2023.109191,Can in vitro meat be a viable alternative for Turkish consumers?,https://doi.org/10.1016/j.meatsci.2023.109191,Elsevier BV,Meat Science,2023-04-08,58,8,NA
10.1016/j.foodpol.2022.102376,Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments,https://doi.org/10.1016/j.foodpol.2022.102376,Elsevier BV,Food Policy,2022-11-05,95,21,Acceptance
10.3390/biom12060838,Effects of Hypoxia on Proliferation and Differentiation in Belgian Blue and Hanwoo Muscle Satellite Cells for the Development of Cultured Meat,https://doi.org/10.3390/biom12060838,MDPI AG,Biomolecules,2022-06-17,42,16,Process
10.3390/gels9010065,Effect of Grape Seed Extract on Gelatin-Based Edible 3D-Hydrogels for Cultured Meat Application,https://doi.org/10.3390/gels9010065,MDPI AG,Gels,2023-01-13,16,14,Scaffolding
10.1177/2514848619827009,Framing the future of food: The contested promises of alternative proteins,https://doi.org/10.1177/2514848619827009,SAGE Publications,Environment and Planning E: Nature and Space,2019-02-06,69,127,Education
10.3389/fsufs.2024.1341151,Decellularized banana leaves: eco-friendly scaffolds for cell-based seafood,https://doi.org/10.3389/fsufs.2024.1341151,Frontiers Media SA,Frontiers in Sustainable Food Systems,2024-02-02,33,5,Scaffolding
10.1038/s43016-022-00616-6,Challenges of assessing the environmental sustainability of cellular agriculture,https://doi.org/10.1038/s43016-022-00616-6,Springer Science and Business Media LLC,Nature Food,2022-10-18,25,17,Performance
10.1098/rsta.2020.0452,How necessary and feasible are reductions of methane emissions from livestock to support stringent temperature goals?,https://doi.org/10.1098/rsta.2020.0452,The Royal Society,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",2021-09-27,134,73,Performance
10.1080/09505431.2016.1171836,Promise and Ontological Ambiguity in the<i>In vitro</i>Meat Imagescape: From Laboratory Myotubes to the Cultured Burger,https://doi.org/10.1080/09505431.2016.1171836,Informa UK Limited,Science as Culture,2016-07-08,48,46,Education
10.1177/09632719231196535,Who owns NATURE? Conceptual appropriation in discourses on climate and biotechnologies,https://doi.org/10.1177/09632719231196535,SAGE Publications,Environmental Values,2023-12-09,76,9,Ethics
10.1021/acs.jafc.3c06919,Morphology-Based Prediction of Proliferation and Differentiation Potencies of Porcine Muscle Stem Cells for Cultured Meat Production,https://doi.org/10.1021/acs.jafc.3c06919,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2023-11-14,35,4,Process
