coder,doi,aim,performance.type,group,variable,value,section,BLOC,existence,fulfillment
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,the Environment,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Livestock,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,opportunity.type,Humans,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Human.opps,Public Health,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Food Safety Improvements,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Health.opps,Non-specified,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Abstract,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,2,Food.safety,Reducing risk of Contaminants,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Abstract,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,develop.or.adopt,Development,Introduction,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportunity,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportu,1,0
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportunity,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Abstract,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,3,development.category,Scaffolds,Introduction,Opportu,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),Barrier,1,0.5
