doi,themeID,group,section,existence,fulfillment
10.1016/j.foodcont.2021.108336,Non-specified Distrust,7,Other (Write),0.5,NA
10.1080/01292986.2024.2342827,Non-specified Distrust,5,Introduction,0,NA
10.1080/01292986.2024.2342827,Non-specified Distrust,7,Introduction,1,0.5
10.1080/01292986.2024.2342827,Non-specified Distrust,12,Conclusion,1,0.5
10.1177/2514848620963125,Non-specified Distrust,3,Body,1,NA
10.3389/fsufs.2019.00011,Non-specified Distrust,4,Introduction,0,NA
10.3389/fsufs.2019.00011,Non-specified Distrust,5,Discussion,1,0.5
10.3389/fsufs.2019.00011,Non-specified Distrust,6,Conclusion,1,1
10.1016/j.foodqual.2023.105032,Non-specified Distrust,3,Introduction,1,NA
10.1111/ajsp.12609,Non-specified Distrust,1,Abstract,1,NA
10.3389/fsufs.2021.594650,Non-specified Distrust,1,Abstract,0,NA
10.3390/su14126956,Non-specified Distrust,6,Discussion,1,0.5
10.3390/su14126956,Non-specified Distrust,7,Conclusion,1,0.5
10.3389/fnut.2024.1401715,Non-specified Distrust,3,Discussion,-0.5,0.5
10.3389/fnut.2024.1401715,Non-specified Distrust,6,Conclusion,0.5,0.5
10.1016/j.heliyon.2024.e38006,Non-specified Distrust,5,Discussion,1,NA
10.1016/j.MEATsci.2022.108776,Non-specified Distrust,2,Introduction,0,NA
10.1016/j.MEATsci.2022.108776,Non-specified Distrust,3,Introduction,0.5,NA
10.1016/j.foodqual.2023.105060,Non-specified Distrust,3,Discussion,1,NA
10.1016/j.foodqual.2022.104573,Non-specified Distrust,7,Introduction,0,NA
10.1016/j.foodqual.2022.104573,Non-specified Distrust,10,Discussion,1,0.5
10.3934/agrfood.2024021,Non-specified Distrust,5,Introduction,0,NA
10.1016/j.appet.2016.10.002,Non-specified Distrust,4,Introduction,1,NA
10.3390/foods11193037,Non-specified Distrust,4,Introduction,1,NA
10.1016/j.MEATsci.2022.109081,Non-specified Distrust,5,Introduction,0.5,NA
10.3390/su15054009,Non-specified Distrust,5,Introduction,0.5,NA
10.1108/BFJ-02-2020-0092,Non-specified Distrust,4,Introduction,0,NA
10.1108/BFJ-02-2020-0092,Non-specified Distrust,5,Discussion,1,0.5
10.1108/BFJ-02-2020-0092,Non-specified Distrust,8,Conclusion,1,0.5
10.1108/BFJ-02-2020-0092,Non-specified Distrust,9,Conclusion,1,0.5
10.1016/j.MEATsci.2023.109191,Non-specified Distrust,7,Introduction,0.5,NA
10.1016/j.MEATsci.2023.109191,Non-specified Distrust,10,Discussion,1,NA
10.1016/j.MEATsci.2023.109191,Non-specified Distrust,12,Discussion,1,NA
10.1016/j.MEATsci.2023.109191,Non-specified Distrust,13,Conclusion,1,NA
10.1016/j.jfca.2024.106663,Non-specified Env,6,Conclusion,1,0.5
10.3389/fsufs.2023.1127164,Non-specified Env,3,Introduction,1,0.5
10.1016/j.livsci.2021.104705,Non-specified Env,4,Other (Write),1,0
10.1016/j.MEATsci.2019.04.004,Non-specified Env,3,Introduction,1,1
10.3389/fsufs.2023.1160458,Non-specified Env,1,Abstract,1,NA
10.3389/fsufs.2023.1160458,Non-specified Env,1,Abstract,0.5,-0.5
10.3389/fsufs.2023.1160458,Non-specified Env,2,Introduction,0.5,0.5
10.3389/fsufs.2023.1160458,Non-specified Env,5,Other (Write),0,-0.5
10.3389/fsufs.2023.1160458,Non-specified Env,5,Other (Write),0.5,0
10.3389/fsufs.2023.1160458,Non-specified Env,7,Other (Write),0.5,NA
10.1353/con.2013.0013,Non-specified Env,1,Abstract,1,0.5
10.1016/j.techsoc.2022.102116,Non-specified Env,2,Introduction,0.5,0.5
10.1038/s41598-018-28746-7,Non-specified Env,3,Introduction,0.5,0.5
10.1371/journal.pone.0290169,Non-specified Env,1,Abstract,0.5,0
10.1371/journal.pone.0290169,Non-specified Env,4,Introduction,1,0.5
10.1371/journal.pone.0290169,Non-specified Env,6,Other (Write),1,0.5
10.1038/s41538-022-00172-0,Non-specified Env,2,Introduction,1,0.5
10.1038/s41538-022-00172-0,Non-specified Env,7,Discussion,1,0.5
10.1038/s41538-022-00172-0,Non-specified Env,6,Discussion,1,NA
10.1038/s41538-022-00172-0,Non-specified Env,6,Introduction,1,NA
10.1038/s41538-022-00172-0,Non-specified Env,6,Discussion,1,0.5
10.1038/s41538-022-00172-0,Non-specified Env,6,Introduction,1,0.5
10.5851/kosfa.2022.e61,Non-specified Env,1,Introduction,1,NA
10.3390/cells10092499,Non-specified Env,1,Abstract,1,NA
10.1007/s10806-019-09759-2,Non-specified Env,1,Abstract,1,0.5
10.1007/s10806-019-09759-2,Non-specified Env,2,Abstract,1,0.5
10.1007/s10806-019-09759-2,Non-specified Env,3,Other (Write),1,0.5
10.5851/kosfa.2024.e46,Non-specified Env,1,Abstract,0.5,0.5
10.5851/kosfa.2024.e46,Non-specified Env,3,Conclusion,0.5,0.5
10.3390/foods10112588,Non-specified Env,2,Introduction,1,0
10.3390/foods10112588,Non-specified Env,4,Introduction,1,0.5
10.1016/j.foodres.2023.113757,Non-specified Env,3,Introduction,1,0.5
10.1016/S2095-3119(14)60886-8,Non-specified Env,1,Abstract,1,0.5
10.1016/S2095-3119(14)60886-8,Non-specified Env,3,Introduction,1,1
10.1016/S2095-3119(14)60886-8,Non-specified Env,7,Discussion,0.5,NA
10.1021/acsabm.3c00944,Non-specified Env,1,Abstract,1,0.5
10.3390/nu11081904,Non-specified Env,1,Abstract,1,0.5
10.3390/nu11081904,Non-specified Env,3,Introduction,1,0.5
10.1038/s41538-024-00262-1,Non-specified Env,2,Introduction,1,0.5
10.1038/s41538-024-00262-1,Non-specified Env,5,Discussion,1,0.5
10.3390/bios14010024,Non-specified Env,5,Conclusion,1,0.5
10.1016/j.foodhyd.2024.109944,Non-specified Env,1,Introduction,1,0.5
10.1016/j.livsci.2022.104909,Non-specified Env,2,Introduction,1,0.5
10.1016/j.appet.2022.105990,Non-specified Env,1,Introduction,1,0.5
10.1016/j.biomaterials.2022.121649,Non-specified Env,3,Introduction,1,0.5
10.1016/j.biomaterials.2022.121649,Non-specified Env,6,Discussion,1,0.5
10.3390/conservation3020021,Non-specified Env,1,Abstract,1,0.5
10.3390/conservation3020021,Non-specified Env,7,Discussion,1,0.5
10.3389/fsufs.2023.1127164,Non-specified Env,7,Other (Write),1,0
10.1016/j.livsci.2021.104705,Non-specified Env,6,Introduction,0.5,NA
10.1016/j.livsci.2021.104705,Non-specified Env,7,Other (Write),0.5,0.5
10.3389/fsufs.2023.1160458,Non-specified Env,4,Other (Write),0.5,-0.5
10.3389/fsufs.2023.1160458,Non-specified Env,9,Conclusion,1,-0.5
10.3389/fnut.2020.00148,Non-specified Env,3,Introduction,1,0.5
10.3389/fnut.2020.00148,Non-specified Env,9,Conclusion,1,0
10.3389/fnut.2020.00148,Non-specified Env,11,Conclusion,1,NA
10.1002/cite.202200151,Non-specified Env,1,Abstract,1,NA
10.1002/cite.202200151,Non-specified Env,2,Introduction,1,0.5
10.1371/journal.pone.0221129,Non-specified Env,3,Introduction,1,NA
10.1371/journal.pone.0221129,Non-specified Env,5,Introduction,1,1
10.1016/j.appet.2020.104860,Non-specified Env,2,Introduction,1,0.5
10.1016/j.crfs.2024.100841,Non-specified Env,2,Introduction,1,0.5
10.1016/j.crbiot.2024.100241,Non-specified Env,1,Introduction,1,0.5
10.3389/fsufs.2023.1104731,Non-specified Env,2,Introduction,1,-1
10.3389/fsufs.2023.1104731,Non-specified Env,7,Other (Write),1,0.5
10.22434/IFAMR2022.0017,Non-specified Env,4,Introduction,1,0.5
10.22434/IFAMR2022.0017,Non-specified Env,10,Background,0,0
10.22434/IFAMR2022.0017,Non-specified Env,11,Results and Discussion,1,0.5
10.22434/IFAMR2022.0017,Non-specified Env,14,Results and Discussion,1,0.5
10.22434/IFAMR2022.0017,Non-specified Env,17,Results and Discussion,1,0
10.3390/foods12142645,Non-specified Env,4,Introduction,1,0.5
10.3390/su12114377,Non-specified Env,1,Abstract,1,0.5
10.3389/fnut.2023.1196475,Non-specified Env,1,Abstract,1,NA
10.3389/fnut.2023.1196475,Non-specified Env,7,Other (Write),1,0.5
10.1002/btpr.3402,Non-specified Env,1,Abstract,1,0.5
10.1002/btpr.3402,Non-specified Env,2,Introduction,1,0.5
10.1002/btpr.3402,Non-specified Env,4,Results and Discussion,0,0.5
10.1002/btpr.3402,Non-specified Env,6,Conclusion,1,0.5
10.3389/fsufs.2022.1056615,Non-specified Env,1,Introduction,1,0.5
10.1007/s10806-015-9573-8,Non-specified Env,2,Introduction,1,0.5
10.1007/s10806-015-9573-8,Non-specified Env,7,Background,1,0.5
10.1016/j.foodres.2024.113965,Non-specified Env,1,Introduction,1,0.5
10.1016/j.fufo.2024.100297,Non-specified Env,8,Discussion,1,0
10.1016/j.fufo.2024.100297,Non-specified Env,9,Conclusion,1,0
10.1021/acsami.2c10620,Non-specified Env,2,Introduction,1,0.5
10.1021/acsami.2c10620,Non-specified Env,6,Conclusion,1,0.5
10.3828/extr.2022.11,Non-specified Env,4,Introduction,1,-1
10.1016/j.appet.2024.107297,Non-specified Env,1,Abstract,1,0.5
10.1016/j.fufo.2024.100443,Non-specified Env,1,Abstract,1,0.5
10.1016/j.fufo.2024.100443,Non-specified Env,2,Introduction,1,1
10.1108/BFJ-09-2021-0987,Non-specified Env,1,Abstract,1,NA
10.1108/BFJ-09-2021-0987,Non-specified Env,3,Introduction,1,0.5
10.1108/BFJ-09-2021-0987,Non-specified Env,6,Background,1,1
10.1016/j.foodqual.2024.105208,Non-specified Env,6,Discussion,1,NA
10.1016/j.foodqual.2024.105208,Non-specified Env,7,Discussion,1,0
10.1016/j.foodqual.2024.105208,Non-specified Env,12,Conclusion,1,0
10.1016/j.appet.2017.03.009,Non-specified Env,1,Introduction,1,NA
10.1080/08941920.2017.1304599,Non-specified Env,1,Introduction,1,NA
10.1016/j.foodpol.2022.102307,Non-specified Env,1,Abstract,1,NA
10.1016/j.foodpol.2022.102307,Non-specified Env,3,Introduction,1,0.5
10.1016/j.foodpol.2022.102307,Non-specified Env,5,Conclusion,1,NA
10.1016/j.scitotenv.2023.164988,Non-specified Env,3,Introduction,1,0.5
10.3390/bioengineering11080854,Non-specified Env,5,Conclusion,1,0.5
10.1111/faf.12541,Non-specified Env,2,Introduction,0.5,NA
10.1111/faf.12541,Non-specified Env,13,Discussion,1,-0.5
10.1111/faf.12541,Non-specified Env,14,Discussion,1,0.5
10.1111/faf.12541,Non-specified Env,18,Conclusion,1,0
10.3390/su141912501,Non-specified Env,3,Introduction,1,0.5
10.1155/2024/1027972,Non-specified Env,1,Introduction,1,1
10.3389/fsufs.2023.1302511,Non-specified Env,5,Discussion,1,1
10.1002/fft2.165,Non-specified Env,3,Introduction,1,0.5
10.1016/j.foodhyd.2024.110369,Non-specified Env,3,Introduction,1,1
10.1007/s11569-018-0330-0,Non-specified Env,1,Abstract,1,0.5
10.1007/s11569-018-0330-0,Non-specified Env,5,Introduction,1,0
10.1007/s11569-018-0330-0,Non-specified Env,6,Discussion,1,NA
10.1007/s11569-018-0330-0,Non-specified Env,10,Discussion,1,NA
10.1016/j.foodqual.2024.105102,Non-specified Env,2,Introduction,1,NA
10.1177/0963662516639001,Non-specified Env,2,Conclusion,1,NA
10.1016/j.foodhyd.2022.107632,Non-specified Env,1,Abstract,1,0.5
10.3390/foods12142682,Non-specified Env,2,Introduction,1,0.5
10.1371/journal.pone.0251432,Non-specified Env,1,Abstract,1,0.5
10.1371/journal.pone.0251432,Non-specified Env,3,Introduction,1,0.5
10.3389/fsufs.2024.1294390,Non-specified Env,1,Introduction,1,NA
10.1177/09717218221075158,Non-specified Env,3,Discussion,0.5,0.5
10.1016/j.foodhyd.2017.05.036,Non-specified Env,1,Introduction,1,0.5
10.3389/fnut.2019.00103,Non-specified Env,4,Introduction,1,0.5
10.3390/su13158235,Non-specified Env,1,Abstract,1,0.5
10.3390/nu13041284,Non-specified Env,3,Introduction,1,0.5
10.3390/nu13041284,Non-specified Env,7,Discussion,1,NA
10.1016/j.MEATsci.2022.108964,Non-specified Env,1,Introduction,0.5,NA
10.1038/s41538-021-00090-7,Non-specified Env,2,Introduction,1,0.5
10.3390/nu15132935,Non-specified Env,2,Introduction,1,0.5
10.1016/j.biomaterials.2022.121669,Non-specified Env,2,Introduction,1,0.5
10.1080/22041451.2024.2324405,Non-specified Env,5,Introduction,1,0.5
10.1080/22041451.2024.2324405,Non-specified Env,7,Other (Write),1,0.5
10.1080/22041451.2024.2324405,Non-specified Env,11,Conclusion,1,0.5
10.3390/foods12142645,Non-specified Env,2,Abstract,1,0.5
10.3390/foods12142645,Non-specified Env,2,Introduction,1,0.5
10.1038/s41538-021-00121-3,Non-specified Env,3,Introduction,1,0.5
10.1016/j.foodchem.2024.140696,Non-specified Env,1,Abstract,1,1
10.1016/j.foodchem.2024.140696,Non-specified Env,3,Introduction,1,1
10.1016/j.foodchem.2024.140696,Non-specified Env,7,Results and Discussion,1,0.5
10.1016/j.foodres.2022.111952,Non-specified Env,1,Abstract,1,1
10.1016/j.foodres.2022.111952,Non-specified Env,2,Introduction,1,0.5
10.3389/fsufs.2019.00128,Non-specified Env,4,Body,1,0.5
10.3389/fsufs.2019.00128,Non-specified Env,5,Body,1,-0.5
10.1016/j.foodcont.2021.108336,Non-specified Env,3,Introduction,1,0.5
10.1016/j.foodcont.2021.108336,Non-specified Env,6,Body,1,0.5
10.1016/j.foodcont.2021.108336,Non-specified Env,7,Other (Write),0.5,NA
10.1016/j.scitotenv.2022.158051,Non-specified Env,1,Introduction,1,0.5
10.1016/j.scitotenv.2022.158051,Non-specified Env,7,Results and Discussion,1,0.5
10.1038/s41538-022-00155-1,Non-specified Env,2,Abstract,1,0.5
10.1038/s41538-022-00155-1,Non-specified Env,4,Introduction,1,1
10.1038/s41538-022-00155-1,Non-specified Env,6,Discussion,1,0.5
10.1080/01292986.2024.2342827,Non-specified Env,10,Introduction,1,0.5
10.1007/s11367-015-0931-6,Non-specified Env,1,Abstract,1,0.5
10.1007/s11367-015-0931-6,Non-specified Env,4,Introduction,1,0.5
10.1016/j.fbio.2024.103819,Non-specified Env,1,Introduction,1,0.5
10.3390/jfb14040218,Non-specified Env,3,Introduction,1,NA
10.1177/2514848620963125,Non-specified Env,1,Abstract,1,0.5
10.1177/2514848620963125,Non-specified Env,4,Conclusion,1,0.5
10.3390/foods10112537,Non-specified Env,2,Introduction,1,0.5
10.3389/fsufs.2019.00011,Non-specified Env,1,Abstract,1,1
10.1016/j.foodqual.2023.105032,Non-specified Env,1,Introduction,1,0.5
10.1016/j.foodqual.2023.105032,Non-specified Env,2,Introduction,1,0
10.1111/ajsp.12609,Non-specified Env,6,Introduction,1,0.5
10.1111/ajsp.12609,Non-specified Env,9,Conclusion,1,0.5
10.1016/j.ijbiomac.2024.134242,Non-specified Env,2,Introduction,1,0.5
10.1016/j.foodhyd.2024.110156,Non-specified Env,4,Discussion,1,0.5
10.1016/j.biomaterials.2022.121602,Non-specified Env,2,Introduction,1,0.5
10.3390/su14126956,Non-specified Env,1,Introduction,1,0.5
10.3389/fnut.2024.1401715,Non-specified Env,2,Introduction,0.5,0
10.1016/j.crfs.2023.100545,Non-specified Env,2,Introduction,1,0.5
10.1080/00036846.2024.2408035,Non-specified Env,2,Introduction,1,0.5
10.5851/kosfa.2024.e72,Non-specified Env,1,Introduction,1,0.5
10.1111/japp.12056,Non-specified Env,2,Abstract,1,1
10.1057/s41599-022-01316-z,Non-specified Env,1,Abstract,1,1
10.1057/s41599-022-01316-z,Non-specified Env,3,Introduction,1,1
10.1057/s41599-022-01316-z,Non-specified Env,8,Conclusion,1,1
10.3390/su15129253,Non-specified Env,1,Introduction,1,0.5
10.1016/j.biomaterials.2022.121487,Non-specified Env,2,Introduction,1,1
10.3390/foods11213364,Non-specified Env,2,Introduction,1,0.5
10.1002/elsc.202300005,Non-specified Env,2,Conclusion,1,0.5
10.1016/j.MEATsci.2022.108776,Non-specified Env,1,Introduction,1,0.5
10.1016/j.foodqual.2023.105060,Non-specified Env,2,Introduction,1,0.5
10.1007/s10943-017-0403-3,Non-specified Env,1,Abstract,1,0.5
10.1007/s10943-017-0403-3,Non-specified Env,2,Abstract,1,1
10.1007/s10943-017-0403-3,Non-specified Env,5,Background,1,1
10.1016/j.jafr.2022.100358,Non-specified Env,1,Abstract,0.5,0.5
10.1016/j.foodqual.2022.104573,Non-specified Env,2,Introduction,1,0.5
10.1016/j.foodqual.2022.104573,Non-specified Env,4,Introduction,1,0
10.1016/j.foodqual.2022.104573,Non-specified Env,9,Discussion,0.5,NA
10.1007/s11569-017-0282-9,Non-specified Env,3,Body,0.5,0
10.1038/s41598-024-68247-4,Non-specified Env,1,Introduction,1,1
10.1007/s11356-022-23597-2,Non-specified Env,2,Introduction,1,NA
10.1007/s11356-022-23597-2,Non-specified Env,3,Introduction,1,1
10.1007/s11356-022-23597-2,Non-specified Env,5,Background,1,0.5
10.3934/agrfood.2024021,Non-specified Env,1,Abstract,0.5,NA
10.3934/agrfood.2024021,Non-specified Env,2,Introduction,1,0.5
10.3934/agrfood.2024021,Non-specified Env,4,Introduction,1,1
10.3934/agrfood.2024021,Non-specified Env,6,Discussion,1,1
10.3934/agrfood.2024021,Non-specified Env,9,Conclusion,1,1
10.3934/agrfood.2024021,Non-specified Env,10,Conclusion,1,0.5
10.1016/j.biomaterials.2022.121543,Non-specified Env,1,Introduction,1,0.5
10.1016/j.isci.2022.105054,Non-specified Env,2,Introduction,1,0.5
10.1038/s41467-021-25236-9,Non-specified Env,2,Introduction,1,0
10.3390/foods9020185,Non-specified Env,1,Introduction,1,0.5
10.3390/foods9020185,Non-specified Env,2,Introduction,1,1
10.1016/j.appet.2016.10.002,Non-specified Env,1,Abstract,1,0.5
10.1016/j.appet.2016.10.002,Non-specified Env,3,Introduction,1,0.5
10.1038/s41467-023-44001-8,Non-specified Env,1,Abstract,1,0.5
10.1038/s41467-023-44001-8,Non-specified Env,2,Introduction,1,0.5
10.3390/su152316164,Non-specified Env,1,Abstract,1,0.5
10.3390/su152316164,Non-specified Env,6,Discussion,1,0.5
10.1016/j.matdes.2024.112992,Non-specified Env,1,Abstract,1,0.5
10.1016/j.MEATsci.2022.109081,Non-specified Env,2,Introduction,1,0.5
10.1016/j.MEATsci.2022.109081,Non-specified Env,4,Introduction,1,0
10.3390/su15054009,Non-specified Env,2,Introduction,1,NA
10.1038/s41538-024-00257-y,Non-specified Env,2,Introduction,1,0.5
10.1016/j.ecolecon.2021.107329,Non-specified Env,1,Abstract,1,NA
10.1016/j.ecolecon.2021.107329,Non-specified Env,3,Introduction,1,NA
10.1016/j.ecolecon.2021.107329,Non-specified Env,4,Discussion,1,0.5
10.1108/BFJ-02-2020-0092,Non-specified Env,2,Introduction,1,NA
10.1108/BFJ-02-2020-0092,Non-specified Env,6,Discussion,0.5,0.5
10.1108/BFJ-02-2020-0092,Non-specified Env,11,Conclusion,1,0.5
10.1016/j.fbio.2022.101766,Non-specified Env,2,Introduction,1,0.5
10.1021/acsbiomaterials.3c01625,Non-specified Env,2,Introduction,1,0.5
10.1016/j.foodhyd.2024.110412,Non-specified Env,1,Introduction,1,0.5
10.1016/j.MEATsci.2023.109191,Non-specified Env,1,Abstract,1,NA
10.1016/j.MEATsci.2023.109191,Non-specified Env,8,Discussion,1,NA
10.1016/j.MEATsci.2023.109191,Non-specified Env,11,Discussion,1,0
10.1016/j.foodpol.2022.102376,Non-specified Env,6,Background,0.5,0.5
10.1177/2514848619827009,Non-specified Env,1,Introduction,1,1
10.1021/acs.jafc.3c06919,Non-specified Env,2,Introduction,1,1
10.1353/con.2013.0013,Non-specified Health,1,Abstract,1,0.5
10.1038/s41538-019-0041-0,Non-specified Health,1,Abstract,1,0.5
10.1016/j.appet.2022.106392,Non-specified Health,1,Abstract,0.5,0.5
10.1016/j.appet.2022.106392,Non-specified Health,7,Results and Discussion,0.5,0.5
10.1371/journal.pone.0290169,Non-specified Health,6,Other (Write),1,0.5
10.1016/j.fbio.2022.101571,Non-specified Health,2,Introduction,1,NA
10.1016/j.fbio.2022.101571,Non-specified Health,2,Introduction,1,0.5
10.3390/cells13010041,Non-specified Health,2,Abstract,1,0.5
10.1038/s41538-022-00172-0,Non-specified Health,7,Discussion,1,0.5
10.1038/s41538-022-00172-0,Non-specified Health,7,Discussion,0.5,0.5
10.1016/j.fbio.2023.102910,Non-specified Health,3,Introduction,1,1
10.3390/foods10112588,Non-specified Health,2,Introduction,1,0
10.3390/bios14010024,Non-specified Health,5,Conclusion,1,0.5
10.1016/j.appet.2022.105990,Non-specified Health,1,Introduction,1,0.5
10.1016/j.biomaterials.2022.121649,Non-specified Health,1,Abstract,1,0.5
10.1016/j.biomaterials.2022.121649,Non-specified Health,6,Discussion,1,0.5
10.3389/fsufs.2023.1160458,Non-specified Health,9,Conclusion,1,-0.5
10.3389/fnut.2020.00148,Non-specified Health,4,Introduction,1,0.5
10.1016/j.appet.2020.104860,Non-specified Health,2,Introduction,1,0.5
10.3390/foods13091358,Non-specified Health,2,Introduction,1,0.5
10.3389/fsufs.2023.1104731,Non-specified Health,12,Discussion,1,-0.5
10.3389/fsufs.2023.1134100,Non-specified Health,1,Abstract,1,NA
10.3389/fsufs.2023.1134100,Non-specified Health,8,Discussion,1,NA
10.3389/fsufs.2023.1134100,Non-specified Health,9,Conclusion,1,NA
10.22434/IFAMR2022.0017,Non-specified Health,10,Background,0,0
10.3390/su12114377,Non-specified Health,4,Background,1,NA
10.3389/fnut.2023.1196475,Non-specified Health,1,Abstract,1,NA
10.3389/fsufs.2022.1056615,Non-specified Health,1,Introduction,1,0.5
10.1007/s10806-015-9573-8,Non-specified Health,2,Introduction,1,0.5
10.1007/s10806-015-9573-8,Non-specified Health,7,Background,1,0.5
10.1016/j.foodres.2024.113965,Non-specified Health,1,Introduction,1,0.5
10.1021/acsami.2c10620,Non-specified Health,2,Introduction,1,0.5
10.3390/gels8020094,Non-specified Health,2,Abstract,1,0.5
10.3390/gels8020094,Non-specified Health,2,Introduction,1,0.5
10.1016/j.fufo.2024.100443,Non-specified Health,2,Introduction,1,1
10.1016/j.foodqual.2024.105208,Non-specified Health,2,Introduction,1,NA
10.1016/j.foodpol.2022.102307,Non-specified Health,5,Conclusion,1,NA
10.1038/s42003-022-03423-8,Non-specified Health,1,Abstract,1,0.5
10.1038/s42003-022-03423-8,Non-specified Health,2,Introduction,1,0.5
10.3390/bioengineering11080854,Non-specified Health,1,Abstract,1,0.5
10.1007/s11569-018-0330-0,Non-specified Health,1,Abstract,1,0.5
10.1007/s11569-018-0330-0,Non-specified Health,2,Introduction,1,0.5
10.1016/j.foodqual.2024.105102,Non-specified Health,2,Introduction,1,NA
10.1177/09717218221075158,Non-specified Health,1,Introduction,1,0.5
10.1177/09717218221075158,Non-specified Health,3,Discussion,0.5,0.5
10.3390/su13158235,Non-specified Health,1,Abstract,1,0.5
10.3390/nu13041284,Non-specified Health,7,Discussion,1,NA
10.1016/j.MEATsci.2022.108964,Non-specified Health,1,Introduction,0.5,NA
10.1016/j.biomaterials.2022.121669,Non-specified Health,2,Introduction,1,0.5
10.1080/22041451.2024.2324405,Non-specified Health,7,Other (Write),1,0.5
10.1016/j.foodres.2022.111952,Non-specified Health,2,Introduction,1,0.5
10.1016/j.foodcont.2021.108336,Non-specified Health,3,Introduction,1,0.5
10.1016/j.scitotenv.2022.158051,Non-specified Health,1,Introduction,1,0.5
10.1080/01292986.2024.2342827,Non-specified Health,10,Introduction,1,0.5
10.1177/2514848620963125,Non-specified Health,2,Body,1,0.5
10.3389/fsufs.2019.00011,Non-specified Health,1,Abstract,1,1
10.3389/fsufs.2019.00011,Non-specified Health,3,Introduction,1,0.5
10.1016/j.foodqual.2023.105032,Non-specified Health,1,Introduction,1,0.5
10.1016/j.foodqual.2023.105032,Non-specified Health,2,Introduction,1,0
10.3389/fbioe.2022.895289,Non-specified Health,2,Introduction,1,0.5
10.1111/ajsp.12609,Non-specified Health,2,Introduction,1,0.5
10.1016/j.ijbiomac.2024.134242,Non-specified Health,2,Introduction,1,0.5
10.3390/su14126956,Non-specified Health,1,Introduction,1,0.5
10.3390/su14126956,Non-specified Health,4,Introduction,1,0.5
10.1016/j.heliyon.2024.e38006,Non-specified Health,3,Introduction,1,1
10.1080/00036846.2024.2408035,Non-specified Health,3,Introduction,1,1
10.1177/14614448221122211,Non-specified Health,1,Body,1,0.5
10.5851/kosfa.2024.e72,Non-specified Health,1,Introduction,1,0.5
10.1057/s41599-022-01316-z,Non-specified Health,1,Abstract,1,1
10.1057/s41599-022-01316-z,Non-specified Health,3,Introduction,1,1
10.1057/s41599-022-01316-z,Non-specified Health,8,Conclusion,1,1
10.1002/cyto.a.24737,Non-specified Health,1,Introduction,1,0.5
10.1016/j.biomaterials.2022.121487,Non-specified Health,2,Introduction,1,1
10.3390/foods11213364,Non-specified Health,1,Introduction,1,NA
10.1007/s10943-017-0403-3,Non-specified Health,4,Background,1,1
10.1016/j.foodqual.2022.104573,Non-specified Health,2,Introduction,1,0.5
10.1038/s41598-024-68247-4,Non-specified Health,1,Introduction,1,1
10.1007/s11356-022-23597-2,Non-specified Health,2,Introduction,1,NA
10.1016/j.fbio.2023.102923,Non-specified Health,2,Introduction,1,0.5
10.1038/s41467-021-25236-9,Non-specified Health,2,Introduction,1,0
10.1002/bit.27469,Non-specified Health,6,Introduction,1,1
10.3390/foods9020185,Non-specified Health,1,Introduction,1,0.5
10.3390/foods9020185,Non-specified Health,2,Introduction,1,1
10.1038/s41467-023-44001-8,Non-specified Health,1,Abstract,1,0.5
10.1038/s41467-023-44001-8,Non-specified Health,2,Introduction,1,0.5
10.1016/j.biomaterials.2022.121659,Non-specified Health,2,Introduction,1,0.5
10.1016/j.matdes.2024.112992,Non-specified Health,1,Abstract,1,0.5
10.1016/j.ecolecon.2021.107329,Non-specified Health,1,Abstract,1,NA
10.1016/j.ecolecon.2021.107329,Non-specified Health,3,Introduction,1,NA
10.1016/j.ecolecon.2021.107329,Non-specified Health,4,Discussion,1,0.5
10.1108/BFJ-02-2020-0092,Non-specified Health,6,Discussion,0.5,0.5
10.1177/2514848619827009,Non-specified Health,1,Introduction,1,1
10.1016/j.jfca.2024.106663,Offering Better Nutrition,1,Abstract,1,0
10.1016/j.jfca.2024.106663,Offering Better Nutrition,5,Discussion,1,0
10.1016/j.jfca.2024.106663,Offering Better Nutrition,7,Conclusion,1,0
10.1002/bit.28324,Offering Better Nutrition,3,Introduction,1,0.5
10.1038/s41538-019-0041-0,Offering Better Nutrition,9,Results and Discussion,0.5,0.5
10.3390/cells13010041,Offering Better Nutrition,5,Conclusion,0,1
10.3390/cells13010041,Offering Better Nutrition,5,Discussion,0.5,0.5
10.1038/s41538-022-00157-z,Offering Better Nutrition,2,Introduction,1,0.5
10.1038/s41538-022-00157-z,Offering Better Nutrition,4,Discussion,0,0.5
10.1016/j.foodres.2023.113757,Offering Better Nutrition,5,Results and Discussion,0.5,0.5
10.1016/j.ifset.2024.103734,Offering Better Nutrition,5,Introduction,1,1
10.1016/j.livsci.2021.104705,Offering Better Nutrition,10,Other (Write),0.5,-0.5
10.22434/IFAMR2022.0017,Offering Better Nutrition,4,Introduction,1,0.5
10.22434/IFAMR2022.0017,Offering Better Nutrition,11,Results and Discussion,1,0.5
10.22434/IFAMR2022.0017,Offering Better Nutrition,13,Results and Discussion,0,0.5
10.3390/foods12142645,Offering Better Nutrition,12,Discussion,1,0.5
10.3390/foods12142645,Offering Better Nutrition,12,Results and Discussion,1,0.5
10.3390/foods12142645,Offering Better Nutrition,12,Discussion,1,NA
10.3390/foods12142645,Offering Better Nutrition,12,Results and Discussion,1,NA
10.1089/space.2019.0018,Offering Better Nutrition,3,Introduction,1,1
