doi,title,url,publisherID,journalID,dateCreated,references,referencedBy,funder_name,funder_doi,aim
10.5851/kosfa.2023.e68,"The Comparison of Commercial Serum-Free Media for Hanwoo Satellite
                    Cell Proliferation and the Role of Fibroblast Growth Factor 2",https://doi.org/10.5851/kosfa.2023.e68,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2023-10-23,43,8,Korea Food Research Institute,10.13039/501100003712,Process
10.5851/kosfa.2023.e68,"The Comparison of Commercial Serum-Free Media for Hanwoo Satellite
                    Cell Proliferation and the Role of Fibroblast Growth Factor 2",https://doi.org/10.5851/kosfa.2023.e68,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2023-10-23,43,8,"Ministry of Trade, Industry & Energy",10.13039/501100003052,Process
10.1016/j.crfs.2023.100545,Bovine muscle satellite cells in calves and cattle: A comparative study of cellular and genetic characteristics for cultivated meat production,https://doi.org/10.1016/j.crfs.2023.100545,Elsevier BV,Current Research in Food Science,2023-07-05,42,19,Korea Ministry of Trade Industry and Energy,10.13039/501100003052,Process
10.1080/00036846.2024.2408035,"Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns",https://doi.org/10.1080/00036846.2024.2408035,Informa UK Limited,Applied Economics,2024-10-07,49,3,Research on the Tracking of Public Consumption Demand for Green Food [High-Quality Green Agricultural Products],NA,Acceptance
10.1080/00036846.2024.2408035,"Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns",https://doi.org/10.1080/00036846.2024.2408035,Informa UK Limited,Applied Economics,2024-10-07,49,3,Research on the Potential of Diversified Food Supply and Related Policies in China,NA,Acceptance
10.5851/kosfa.2024.e72,"Effect of Chicken Age on Proliferation and Differentiation Abilities
                    of Muscle Stem Cells and Nutritional Characteristics of Cultured Meat
                    Tissue",https://doi.org/10.5851/kosfa.2024.e72,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2024-08-07,40,4,National Research Foundation of Korea,10.13039/501100003725,Cell Sources
10.5851/kosfa.2024.e72,"Effect of Chicken Age on Proliferation and Differentiation Abilities
                    of Muscle Stem Cells and Nutritional Characteristics of Cultured Meat
                    Tissue",https://doi.org/10.5851/kosfa.2024.e72,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2024-08-07,40,4,"Korean Institute of Planning and Evaluation for Technology
                                in Food, Agriculture, Forestry and Fisheries",10.13039/501100003668,Cell Sources
10.1111/japp.12056,The Ethics of Producing <i>In Vitro</i> Meat,https://doi.org/10.1111/japp.12056,Wiley,Journal of Applied Philosophy,2014-02-28,0,86,Wellcome Trust,10.13039/100004440,Ethics
10.1111/japp.12056,The Ethics of Producing <i>In Vitro</i> Meat,https://doi.org/10.1111/japp.12056,Wiley,Journal of Applied Philosophy,2014-02-28,0,86,Oxford Martin School,NA,Ethics
10.1111/japp.12056,The Ethics of Producing <i>In Vitro</i> Meat,https://doi.org/10.1111/japp.12056,Wiley,Journal of Applied Philosophy,2014-02-28,0,86,Uehiro Foundation on Ethics and Education,NA,Ethics
10.1016/j.gloenvcha.2017.09.001,Greedy or needy? Land use and climate impacts of food in 2050 under different livestock futures,https://doi.org/10.1016/j.gloenvcha.2017.09.001,Elsevier BV,Global Environmental Change,2017-09-20,112,275,Future Agriculture initiative at the Swedish University of Agricultural Sciences,NA,Performance
10.3390/foods11213364,Large-Scale Expansion of Porcine Adipose-Derived Stem Cells Based on Microcarriers System for Cultured Meat Production,https://doi.org/10.3390/foods11213364,MDPI AG,Foods,2022-10-26,37,16,National Key Research and Development Program of China,NA,Cell Sources
10.3390/foods11213364,Large-Scale Expansion of Porcine Adipose-Derived Stem Cells Based on Microcarriers System for Cultured Meat Production,https://doi.org/10.3390/foods11213364,MDPI AG,Foods,2022-10-26,37,16,National Natural Science Foundation of China for Young Scientists,NA,Cell Sources
10.3390/foods11213364,Large-Scale Expansion of Porcine Adipose-Derived Stem Cells Based on Microcarriers System for Cultured Meat Production,https://doi.org/10.3390/foods11213364,MDPI AG,Foods,2022-10-26,37,16,Jiangsu Synergetic Innovation Center of Meat Processing and Quality Control,NA,Cell Sources
10.1016/j.foodqual.2023.105060,Acceptance of alternative meats among different dietarian styles: An explorative analysis in Italy,https://doi.org/10.1016/j.foodqual.2023.105060,Elsevier BV,Food Quality and Preference,2023-12-01,27,14,Università degli Studi di Milano,10.13039/100012352,Acceptance
10.1016/j.jafr.2022.100358,How much will large-scale production of cell-cultured meat cost?,https://doi.org/10.1016/j.jafr.2022.100358,Elsevier BV,Journal of Agriculture and Food Research,2022-08-18,37,48,National Institute of Food and Agriculture,10.13039/100005825,Performance
10.1016/j.jafr.2022.100358,How much will large-scale production of cell-cultured meat cost?,https://doi.org/10.1016/j.jafr.2022.100358,Elsevier BV,Journal of Agriculture and Food Research,2022-08-18,37,48,Oklahoma Agricultural Experiment Station,10.13039/100009496,Performance
10.1016/j.jafr.2022.100358,How much will large-scale production of cell-cultured meat cost?,https://doi.org/10.1016/j.jafr.2022.100358,Elsevier BV,Journal of Agriculture and Food Research,2022-08-18,37,48,Noble Research Institute,10.13039/100012050,Performance
10.1038/s41598-024-68247-4,Chemical and sensory analyses of cultivated pork fat tissue as a flavor enhancer for meat alternatives,https://doi.org/10.1038/s41598-024-68247-4,Springer Science and Business Media LLC,Scientific Reports,2024-07-31,103,5,National Institute of Food and Agriculture,10.13039/100005825,Acceptance
10.1039/d0lc00508h,"Fattening chips: hypertrophy, feeding, and fasting of human white adipocytes<i>in vitro</i>",https://doi.org/10.1039/d0lc00508h,Royal Society of Chemistry (RSC),Lab on a Chip,2020-09-21,108,13,National Institute of Diabetes and Digestive and Kidney Diseases,10.13039/100000062,MIN
10.1039/d0lc00508h,"Fattening chips: hypertrophy, feeding, and fasting of human white adipocytes<i>in vitro</i>",https://doi.org/10.1039/d0lc00508h,Royal Society of Chemistry (RSC),Lab on a Chip,2020-09-21,108,13,"National Heart, Lung, and Blood Institute",10.13039/100000050,MIN
10.1039/d0lc00508h,"Fattening chips: hypertrophy, feeding, and fasting of human white adipocytes<i>in vitro</i>",https://doi.org/10.1039/d0lc00508h,Royal Society of Chemistry (RSC),Lab on a Chip,2020-09-21,108,13,Harvard Stem Cell Institute,10.13039/100008035,MIN
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,Genetically Modified Organisms Breeding Major Projects,NA,Acceptance
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,Genetically Modified Organisms Breeding Major Projects,NA,Media
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,National Key R&D Program of China,10.13039/501100012166,Acceptance
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,National Key R&D Program of China,10.13039/501100012166,Media
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,National Natural Science Foundation of China,10.13039/501100001809,Acceptance
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,National Natural Science Foundation of China,10.13039/501100001809,Media
10.1016/j.biomaterials.2022.121543,3D porous scaffolds from wheat glutenin for cultured meat applications,https://doi.org/10.1016/j.biomaterials.2022.121543,Elsevier BV,Biomaterials,2022-04-27,66,108,New Harvest,10.13039/100019411,Scaffolding
10.1016/j.biomaterials.2022.121543,3D porous scaffolds from wheat glutenin for cultured meat applications,https://doi.org/10.1016/j.biomaterials.2022.121543,Elsevier BV,Biomaterials,2022-04-27,66,108,National Institutes of Health,10.13039/100000002,Scaffolding
10.1016/j.fbio.2023.102923,Evaluation of fermented soybean meal and edible insect hydrolysates as potential serum replacement in pig muscle stem cell culture,https://doi.org/10.1016/j.fbio.2023.102923,Elsevier BV,Food Bioscience,2023-07-06,59,17,Korea Evaluation Institute of Industrial Technology,10.13039/501100003662,Media
10.1016/j.fbio.2023.102923,Evaluation of fermented soybean meal and edible insect hydrolysates as potential serum replacement in pig muscle stem cell culture,https://doi.org/10.1016/j.fbio.2023.102923,Elsevier BV,Food Bioscience,2023-07-06,59,17,National Research Foundation of Korea,10.13039/501100003725,Media
10.3389/fsufs.2019.00069,How Normal Meat Becomes Stranger as Cultured Meat Becomes More Normal; Ambivalence and Ambiguity Below the Surface of Behavior,https://doi.org/10.3389/fsufs.2019.00069,Frontiers Media SA,Frontiers in Sustainable Food Systems,2019-08-28,45,47,Ministerie van Economische Zaken,10.13039/501100003195,Acceptance
10.1016/j.isci.2022.105054,Recombinant production of growth factors for application in cell culture,https://doi.org/10.1016/j.isci.2022.105054,Elsevier BV,iScience,2022-09-03,57,44,New Harvest,10.13039/100019411,Media
10.1038/s41467-021-25236-9,Engineered whole cut meat-like tissue by the assembly of cell fibers using tendon-gel integrated bioprinting,https://doi.org/10.1038/s41467-021-25236-9,Springer Science and Business Media LLC,Nature Communications,2021-08-24,51,221,MEXT | Japan Science and Technology Agency,10.13039/501100002241,Scaffolding
10.1038/s41467-021-25236-9,Engineered whole cut meat-like tissue by the assembly of cell fibers using tendon-gel integrated bioprinting,https://doi.org/10.1038/s41467-021-25236-9,Springer Science and Business Media LLC,Nature Communications,2021-08-24,51,221,MEXT | Japan Society for the Promotion of Science,10.13039/501100001691,Scaffolding
10.1002/jbm.a.37241,Decellularized grass as a sustainable scaffold for skeletal muscle tissue engineering,https://doi.org/10.1002/jbm.a.37241,Wiley,Journal of Biomedical Materials Research Part A,2021-05-31,49,53,Engineering and Physical Sciences Research Council,10.13039/501100000266,Scaffolding
10.1002/jbm.a.37241,Decellularized grass as a sustainable scaffold for skeletal muscle tissue engineering,https://doi.org/10.1002/jbm.a.37241,Wiley,Journal of Biomedical Materials Research Part A,2021-05-31,49,53,University of Bath,10.13039/501100000835,Scaffolding
10.3390/ani12233328,Inhibition of GSK3β Promotes Proliferation and Suppresses Apoptosis of Porcine Muscle Satellite Cells,https://doi.org/10.3390/ani12233328,MDPI AG,Animals,2022-11-29,61,7,Next-Generation BioGreen 21 Program,NA,Cell Sources
10.3390/ani12233328,Inhibition of GSK3β Promotes Proliferation and Suppresses Apoptosis of Porcine Muscle Satellite Cells,https://doi.org/10.3390/ani12233328,MDPI AG,Animals,2022-11-29,61,7,Ministry of Agriculture,NA,Cell Sources
10.3390/ani12233328,Inhibition of GSK3β Promotes Proliferation and Suppresses Apoptosis of Porcine Muscle Satellite Cells,https://doi.org/10.3390/ani12233328,MDPI AG,Animals,2022-11-29,61,7,Food and Rural Affairs (MAFRA),NA,Cell Sources
10.3390/ani12233328,Inhibition of GSK3β Promotes Proliferation and Suppresses Apoptosis of Porcine Muscle Satellite Cells,https://doi.org/10.3390/ani12233328,MDPI AG,Animals,2022-11-29,61,7,Ministry of Education,NA,Cell Sources
10.3390/foods9020185,A New Edible Film to Produce In Vitro Meat,https://doi.org/10.3390/foods9020185,MDPI AG,Foods,2020-02-25,32,47,Fondo Nacional de Desarrollo Científico y Tecnológico,10.13039/501100002850,Media
10.1016/j.appet.2016.10.002,Explicit and implicit attitude toward an emerging food technology: The case of cultured meat,https://doi.org/10.1016/j.appet.2016.10.002,Elsevier BV,Appetite,2016-10-08,67,155,Dutch Ministry of Economic Affairs,NA,Acceptance
10.3390/polym13172882,An Environmental Friendly Tapioca Starch-Alginate Cultured Scaffold as Biomimetic Muscle Tissue,https://doi.org/10.3390/polym13172882,MDPI AG,Polymers,2021-08-31,73,14,"Ministry of Science and Technology, Taiwan",10.13039/501100004663,Scaffolding
10.3390/foods11193037,Entomoculture: A Preliminary Techno-Economic Assessment,https://doi.org/10.3390/foods11193037,MDPI AG,Foods,2022-10-08,68,7,United States Department of Agriculture,10.13039/100000199,Performance
10.3390/su152316164,Microbiota-Derived Postbiotics Enhance the Proliferative Effects of Growth Factors on Satellite Cells in Cultivated Meat Applications,https://doi.org/10.3390/su152316164,MDPI AG,Sustainability,2023-11-21,41,3,Private financial support: Biftek Company,NA,Media
10.1016/j.matdes.2024.112992,Use of negative thermal expansion to design scaffolds for cultured meat,https://doi.org/10.1016/j.matdes.2024.112992,Elsevier BV,Materials &amp; Design,2024-04-30,45,2,Good Food Institute,10.13039/100020002,Scaffolding
10.1016/j.matdes.2024.112992,Use of negative thermal expansion to design scaffolds for cultured meat,https://doi.org/10.1016/j.matdes.2024.112992,Elsevier BV,Materials &amp; Design,2024-04-30,45,2,Labex EMC3,10.13039/100018588,Scaffolding
10.1016/j.meatsci.2022.109081,Will cultured meat be served on Chinese tables? A study of consumer attitudes and intentions about cultured meat in China,https://doi.org/10.1016/j.meatsci.2022.109081,Elsevier BV,Meat Science,2022-12-20,64,24,China Agricultural University,10.13039/501100002365,NA
10.3390/su15054009,Perceptions of Cultivated Meat in Millennial and Generation X Consumers Resident in Aotearoa New Zealand,https://doi.org/10.3390/su15054009,MDPI AG,Sustainability,2023-02-23,57,8,"Ministry of Business, Innovation, and Employment",10.13039/501100003524,Acceptance
10.1038/s41538-024-00257-y,Stretchable zein-coated alginate fiber for aligning muscle cells to artificially produce cultivated meat,https://doi.org/10.1038/s41538-024-00257-y,Springer Science and Business Media LLC,npj Science of Food,2024-02-19,47,11,National Research Foundation of Korea,10.13039/501100003725,Scaffolding
10.1016/j.ecolecon.2021.107329,How much does it take? Willingness to switch to meat substitutes,https://doi.org/10.1016/j.ecolecon.2021.107329,Elsevier BV,Ecological Economics,2021-12-31,51,47,Svenska Forskningsrådet Formas,10.13039/501100001862,Acceptance
10.1371/journal.pone.0275009,Investigating the market for cultivated meat as pet food: A survey analysis,https://doi.org/10.1371/journal.pone.0275009,Public Library of Science (PLoS),PLOS ONE,2022-12-30,70,11,British Academy,10.13039/501100000286,Acceptance
10.1021/acsbiomaterials.3c01625,Generation of Chicken Contractile Skeletal Muscle Structure Using Decellularized Plant Scaffolds,https://doi.org/10.1021/acsbiomaterials.3c01625,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2024-04-02,44,6,"Korea Institute of Planning and Evaluation for Technology in Food, Agriculture and Forestry",10.13039/501100014189,Scaffolding
10.1021/acsbiomaterials.3c01625,Generation of Chicken Contractile Skeletal Muscle Structure Using Decellularized Plant Scaffolds,https://doi.org/10.1021/acsbiomaterials.3c01625,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2024-04-02,44,6,National Research Foundation of Korea,10.13039/501100003725,Scaffolding
10.1016/j.foodhyd.2024.110412,Aligned electrospun starch-pullulan-protein fibers,https://doi.org/10.1016/j.foodhyd.2024.110412,Elsevier BV,Food Hydrocolloids,2024-07-11,53,2,National Institute of Food and Agriculture,10.13039/100005825,Scaffolding
10.1016/j.foodhyd.2024.110412,Aligned electrospun starch-pullulan-protein fibers,https://doi.org/10.1016/j.foodhyd.2024.110412,Elsevier BV,Food Hydrocolloids,2024-07-11,53,2,U.S. Department of Agriculture,10.13039/100000199,Scaffolding
10.1016/j.foodhyd.2024.110412,Aligned electrospun starch-pullulan-protein fibers,https://doi.org/10.1016/j.foodhyd.2024.110412,Elsevier BV,Food Hydrocolloids,2024-07-11,53,2,Women's Congressional Policy Institute,10.13039/100029561,Scaffolding
10.1016/j.foodpol.2022.102376,Consumers’ valuation of cultured beef Burger: A Multi-Country investigation using choice experiments,https://doi.org/10.1016/j.foodpol.2022.102376,Elsevier BV,Food Policy,2022-11-05,95,21,Universidad Politécnica de Madrid,10.13039/501100003759,Acceptance
10.3390/gels9010065,Effect of Grape Seed Extract on Gelatin-Based Edible 3D-Hydrogels for Cultured Meat Application,https://doi.org/10.3390/gels9010065,MDPI AG,Gels,2023-01-13,16,14,"Korea Institute of Planning and Evaluation for Technology in Food, Agriculture and Forestry (IPET)",NA,Scaffolding
10.3390/gels9010065,Effect of Grape Seed Extract on Gelatin-Based Edible 3D-Hydrogels for Cultured Meat Application,https://doi.org/10.3390/gels9010065,MDPI AG,Gels,2023-01-13,16,14,National Research Foundation of Korea,10.13039/501100003725,Scaffolding
10.1177/2514848619827009,Framing the future of food: The contested promises of alternative proteins,https://doi.org/10.1177/2514848619827009,SAGE Publications,Environment and Planning E: Nature and Space,2019-02-06,69,129,Wellcome Trust,10.13039/100004440,Education
10.1080/09505431.2016.1171836,Promise and Ontological Ambiguity in the<i>In vitro</i>Meat Imagescape: From Laboratory Myotubes to the Cultured Burger,https://doi.org/10.1080/09505431.2016.1171836,Informa UK Limited,Science as Culture,2016-07-08,48,46,Economic and Social Research Council,10.13039/501100000269,Education
10.1080/09505431.2016.1171836,Promise and Ontological Ambiguity in the<i>In vitro</i>Meat Imagescape: From Laboratory Myotubes to the Cultured Burger,https://doi.org/10.1080/09505431.2016.1171836,Informa UK Limited,Science as Culture,2016-07-08,48,46,Seventh Framework Programme,10.13039/501100004963,Education
10.1080/09505431.2016.1171836,Promise and Ontological Ambiguity in the<i>In vitro</i>Meat Imagescape: From Laboratory Myotubes to the Cultured Burger,https://doi.org/10.1080/09505431.2016.1171836,Informa UK Limited,Science as Culture,2016-07-08,48,46,Wellcome Trust,10.13039/100004440,Education
10.1177/09632719231196535,Who owns NATURE? Conceptual appropriation in discourses on climate and biotechnologies,https://doi.org/10.1177/09632719231196535,SAGE Publications,Environmental Values,2023-12-09,76,9,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,10.13039/501100003246,Ethics
10.1021/acs.jafc.3c06919,Morphology-Based Prediction of Proliferation and Differentiation Potencies of Porcine Muscle Stem Cells for Cultured Meat Production,https://doi.org/10.1021/acs.jafc.3c06919,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2023-11-14,35,4,National Key Research and Development Program of China,10.13039/501100012166,Process
10.1021/acs.jafc.3c06919,Morphology-Based Prediction of Proliferation and Differentiation Potencies of Porcine Muscle Stem Cells for Cultured Meat Production,https://doi.org/10.1021/acs.jafc.3c06919,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2023-11-14,35,4,Fundamental Research Funds for the Central Universities,10.13039/501100012226,Process
10.1021/acs.jafc.3c06919,Morphology-Based Prediction of Proliferation and Differentiation Potencies of Porcine Muscle Stem Cells for Cultured Meat Production,https://doi.org/10.1021/acs.jafc.3c06919,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2023-11-14,35,4,National Natural Science Foundation of China,10.13039/501100001809,Process
10.1016/j.techfore.2023.122797,On what basis is it agriculture?,https://doi.org/10.1016/j.techfore.2023.122797,Elsevier BV,Technological Forecasting and Social Change,2023-08-30,64,18,Suomen Kulttuurirahasto,10.13039/501100003125,Stakeholders
10.1177/14413582241235414,Innovation from Inclusivity: The Effect of Team Diversity on Clean Meat Acceptance,https://doi.org/10.1177/14413582241235414,SAGE Publications,Australasian Marketing Journal,2024-03-16,103,1,Australian Research Council,10.13039/501100000923,Acceptance
10.1038/s41598-024-61458-9,Global transcriptome profiles provide insights into muscle cell development and differentiation on microstructured marine biopolymer scaffolds for cultured meat production,https://doi.org/10.1038/s41598-024-61458-9,Springer Science and Business Media LLC,Scientific Reports,2024-05-13,50,0,ANID,10.13039/501100020884,Scaffolding
10.1038/s41598-024-61458-9,Global transcriptome profiles provide insights into muscle cell development and differentiation on microstructured marine biopolymer scaffolds for cultured meat production,https://doi.org/10.1038/s41598-024-61458-9,Springer Science and Business Media LLC,Scientific Reports,2024-05-13,50,0,FONDECYT,NA,Scaffolding
10.1038/s41598-024-61458-9,Global transcriptome profiles provide insights into muscle cell development and differentiation on microstructured marine biopolymer scaffolds for cultured meat production,https://doi.org/10.1038/s41598-024-61458-9,Springer Science and Business Media LLC,Scientific Reports,2024-05-13,50,0,CYTED Ciencia y Tecnología para el Desarrollo,10.13039/501100008441,Scaffolding
10.1016/j.meatsci.2014.11.013,"‘Would you eat cultured meat?’: Consumers' reactions and attitude formation in Belgium, Portugal and the United Kingdom",https://doi.org/10.1016/j.meatsci.2014.11.013,Elsevier BV,Meat Science,2014-12-09,49,301,Seventh Framework Programme,10.13039/501100004963,NA
10.1016/j.ijbiomac.2024.131438,Glutenin-chitosan 3D porous scaffolds with tunable stiffness and systematized microstructure for cultured meat model,https://doi.org/10.1016/j.ijbiomac.2024.131438,Elsevier BV,International Journal of Biological Macromolecules,2024-04-06,49,6,Special Fund Project for Science and Technology Innovation Strategy of Guangdong Province,10.13039/501100018568,Scaffolding
10.1016/j.ijbiomac.2024.131438,Glutenin-chitosan 3D porous scaffolds with tunable stiffness and systematized microstructure for cultured meat model,https://doi.org/10.1016/j.ijbiomac.2024.131438,Elsevier BV,International Journal of Biological Macromolecules,2024-04-06,49,6,National Key Research and Development Program of China,10.13039/501100012166,Scaffolding
10.1016/j.ijbiomac.2024.131438,Glutenin-chitosan 3D porous scaffolds with tunable stiffness and systematized microstructure for cultured meat model,https://doi.org/10.1016/j.ijbiomac.2024.131438,Elsevier BV,International Journal of Biological Macromolecules,2024-04-06,49,6,Foshan University,10.13039/501100011480,Scaffolding
10.1016/j.ijbiomac.2024.131438,Glutenin-chitosan 3D porous scaffolds with tunable stiffness and systematized microstructure for cultured meat model,https://doi.org/10.1016/j.ijbiomac.2024.131438,Elsevier BV,International Journal of Biological Macromolecules,2024-04-06,49,6,Natural Science Foundation of Guangdong Province,10.13039/501100003453,Scaffolding
10.1111/tran.12392,On breweries and bioreactors: Probing the “present futures” of cellular agriculture,https://doi.org/10.1111/tran.12392,Wiley,Transactions of the Institute of British Geographers,2020-05-19,86,20,Svenska Forskningsrådet Formas,10.13039/501100001862,Stakeholders
10.1016/j.biomaterials.2023.122176,Gellan gum-gelatin scaffolds with Ca2+ crosslinking for constructing a structured cell cultured meat model,https://doi.org/10.1016/j.biomaterials.2023.122176,Elsevier BV,Biomaterials,2023-05-22,64,48,National Natural Science Foundation of China,10.13039/501100001809,Scaffolding
10.1007/s11367-024-02350-6,Life cycle assessment of culture media with alternative compositions for cultured meat production,https://doi.org/10.1007/s11367-024-02350-6,Springer Science and Business Media LLC,The International Journal of Life Cycle Assessment,2024-08-01,75,4,Koneen Säätiö,10.13039/501100005781,Performance
10.1007/s11367-024-02350-6,Life cycle assessment of culture media with alternative compositions for cultured meat production,https://doi.org/10.1007/s11367-024-02350-6,Springer Science and Business Media LLC,The International Journal of Life Cycle Assessment,2024-08-01,75,4,Landbrugsstyrelsen,10.13039/501100018941,Performance
10.1007/s11367-024-02350-6,Life cycle assessment of culture media with alternative compositions for cultured meat production,https://doi.org/10.1007/s11367-024-02350-6,Springer Science and Business Media LLC,The International Journal of Life Cycle Assessment,2024-08-01,75,4,"Ministeriet for Fø devarer, Landbrug og Fiskeri",10.13039/100008396,Performance
10.1007/s11367-024-02350-6,Life cycle assessment of culture media with alternative compositions for cultured meat production,https://doi.org/10.1007/s11367-024-02350-6,Springer Science and Business Media LLC,The International Journal of Life Cycle Assessment,2024-08-01,75,4,Norwegian fund for Research Fees for Agricultural Products,NA,Performance
10.1007/s11367-024-02350-6,Life cycle assessment of culture media with alternative compositions for cultured meat production,https://doi.org/10.1007/s11367-024-02350-6,Springer Science and Business Media LLC,The International Journal of Life Cycle Assessment,2024-08-01,75,4,University of Helsinki,10.13039/100007797,Performance
10.1021/acssynbio.3c00216,Immortalized Bovine Satellite Cells for Cultured Meat Applications,https://doi.org/10.1021/acssynbio.3c00216,American Chemical Society (ACS),ACS Synthetic Biology,2023-05-05,45,48,New Harvest,10.13039/100019411,Cell Sources
10.1021/acssynbio.3c00216,Immortalized Bovine Satellite Cells for Cultured Meat Applications,https://doi.org/10.1021/acssynbio.3c00216,American Chemical Society (ACS),ACS Synthetic Biology,2023-05-05,45,48,U.S. Department of Agriculture,10.13039/100000199,Cell Sources
10.1038/s41598-023-40800-7,Investigating proliferation and differentiation capacities of Hanwoo steer myosatellite cells at different passages for developing cell-cultured meat,https://doi.org/10.1038/s41598-023-40800-7,Springer Science and Business Media LLC,Scientific Reports,2023-09-20,50,10,"Ministry of Agriculture, Food and Rural Affairs",10.13039/501100003624,Cell Differentiation
10.1038/s41598-023-40800-7,Investigating proliferation and differentiation capacities of Hanwoo steer myosatellite cells at different passages for developing cell-cultured meat,https://doi.org/10.1038/s41598-023-40800-7,Springer Science and Business Media LLC,Scientific Reports,2023-09-20,50,10,National Research Foundation of Korea,10.13039/501100003725,Cell Differentiation
10.1021/acs.biomac.2c00178,Molecular and Colloidal Transport in Bacterial Cellulose Hydrogels,https://doi.org/10.1021/acs.biomac.2c00178,American Chemical Society (ACS),Biomacromolecules,2022-05-11,74,12,Australian Research Council,10.13039/501100000923,Scaffolding
10.1021/acs.biomac.2c00178,Molecular and Colloidal Transport in Bacterial Cellulose Hydrogels,https://doi.org/10.1021/acs.biomac.2c00178,American Chemical Society (ACS),Biomacromolecules,2022-05-11,74,12,University of New South Wales,10.13039/501100001773,Scaffolding
10.1088/1758-5090/ac23e3,Bioengineering of a scaffold-less three-dimensional tissue using net mould,https://doi.org/10.1088/1758-5090/ac23e3,IOP Publishing,Biofabrication,2021-09-06,31,6,Japan Agency for Medical Research and Development,10.13039/100009619,Scaffolding
10.1007/s11626-023-00840-9,Establishment of Capra hircus somatic cells and induction of pluripotent stem-like cells,https://doi.org/10.1007/s11626-023-00840-9,Springer Science and Business Media LLC,In Vitro Cellular &amp; Developmental Biology - Animal,2023-12-28,24,2,"SERB, Govt. of India",NA,Process
10.1016/j.fbio.2022.101560,Impact of common gastrointestinal disorders in elderly on in vitro meat protein digestibility and related properties,https://doi.org/10.1016/j.fbio.2022.101560,Elsevier BV,Food Bioscience,2022-01-13,77,17,CONACYT,10.13039/501100003141,Safety
10.1016/j.fbio.2022.101560,Impact of common gastrointestinal disorders in elderly on in vitro meat protein digestibility and related properties,https://doi.org/10.1016/j.fbio.2022.101560,Elsevier BV,Food Bioscience,2022-01-13,77,17,Generalitat Valenciana,10.13039/501100003359,Safety
10.1016/j.fbio.2022.101560,Impact of common gastrointestinal disorders in elderly on in vitro meat protein digestibility and related properties,https://doi.org/10.1016/j.fbio.2022.101560,Elsevier BV,Food Bioscience,2022-01-13,77,17,Generalitat Valenciana Conselleria d' Educacio Investigacio Cultura i Esport,10.13039/501100011596,Safety
10.3390/foods12142713,High Nutritional Quality of Human-Induced Pluripotent Stem Cell-Generated Proteins through an Advanced Scalable Peptide Hydrogel 3D Suspension System,https://doi.org/10.3390/foods12142713,MDPI AG,Foods,2023-07-17,50,1,Agriculture and Food Research Initiative Competitive,NA,Process
10.3390/foods12142713,High Nutritional Quality of Human-Induced Pluripotent Stem Cell-Generated Proteins through an Advanced Scalable Peptide Hydrogel 3D Suspension System,https://doi.org/10.3390/foods12142713,MDPI AG,Foods,2023-07-17,50,1,USDA National Institute of Food and Agriculture,NA,Process
10.3390/foods12142713,High Nutritional Quality of Human-Induced Pluripotent Stem Cell-Generated Proteins through an Advanced Scalable Peptide Hydrogel 3D Suspension System,https://doi.org/10.3390/foods12142713,MDPI AG,Foods,2023-07-17,50,1,"Seed Grant from Global Food Systems Initiative, Kansas State University",10.13039/100000199,Process
