doi,value
10.1016/j.ijbiomac.2024.134242,Livestock
10.1016/j.foodhyd.2024.110156,Livestock
10.1016/j.biomaterials.2021.121267,Livestock
10.1007/s11158-016-9331-4,Livestock
10.3390/su14126956,Livestock
10.3389/fnut.2024.1401715,Livestock
10.1016/j.heliyon.2024.e38006,Livestock
10.5851/kosfa.2024.e72,Livestock
10.1111/japp.12056,Livestock
10.1057/s41599-022-01316-z,Livestock
10.1002/cyto.a.24737,Livestock
10.3390/su15129253,Livestock
10.3390/foods11213364,Livestock
10.1016/j.foodres.2023.113794,Livestock
10.1016/j.MEATsci.2022.108776,Livestock
10.1016/j.foodqual.2023.105060,Livestock
10.1007/s10943-017-0403-3,Livestock
10.1016/j.jafr.2022.100358,Livestock
10.1016/j.foodqual.2022.104573,Livestock
10.1007/s11569-017-0282-9,Livestock
10.1038/s41598-024-68247-4,Livestock
10.3934/agrfood.2024021,Livestock
10.1016/j.biomaterials.2022.121543,Livestock
10.1016/j.fbio.2023.102923,Livestock
10.3389/fsufs.2019.00069,Livestock
10.1002/bit.27469,Livestock
10.3390/foods9020185,Livestock
10.1038/s41467-023-44001-8,Livestock
10.1016/j.biomaterials.2022.121659,Livestock
10.3390/su152316164,Livestock
10.1016/j.MEATsci.2022.109081,Livestock
10.1038/s41538-024-00257-y,Livestock
10.1016/j.ecolecon.2021.107329,Livestock
10.1108/BFJ-02-2020-0092,Livestock
10.1021/acsbiomaterials.3c01625,Livestock
10.1016/j.foodpol.2022.102376,Livestock
10.1177/2514848619827009,Livestock
10.1080/09505431.2016.1171836,Livestock
10.1353/con.2013.0013,Location Dependency
10.1038/s41538-022-00172-0,Location Dependency
10.1016/j.crfs.2024.100841,Location Dependency
10.1089/space.2019.0018,Location Dependency
10.1007/s10806-015-9573-8,Location Dependency
10.3828/extr.2022.11,Location Dependency
10.1007/s11569-018-0330-0,Location Dependency
10.1016/j.foodqual.2024.105102,Location Dependency
10.1177/0963662516639001,Location Dependency
10.1080/22041451.2024.2324405,Location Dependency
10.1038/s41538-021-00121-3,Location Dependency
10.1080/01292986.2024.2342827,Location Dependency
10.1007/s12571-023-01390-4,Location Dependency
10.1007/s11569-017-0282-9,Location Dependency
10.1016/j.matdes.2024.112992,Location Dependency
10.1080/09505431.2016.1171836,Location Dependency
10.1016/j.jfca.2024.106663,Media and Ingredients
10.1002/bit.28324,Media and Ingredients
10.1016/j.ifset.2024.103734,Media and Ingredients
10.1016/j.biomaterials.2022.121615,Media and Ingredients
10.1016/j.xpro.2023.102351,Media and Ingredients
10.1016/j.techsoc.2022.102116,Media and Ingredients
10.1021/acs.jafc.2c09059,Media and Ingredients
10.1016/j.foodres.2023.113617,Media and Ingredients
10.1021/acs.jafc.3c06638,Media and Ingredients
10.1016/j.fbio.2022.101571,Media and Ingredients
10.3390/foods13040563,Media and Ingredients
10.1038/s41538-022-00157-z,Media and Ingredients
10.1007/s10806-019-09759-2,Media and Ingredients
10.3390/bios14010024,Media and Ingredients
10.1016/j.biomaterials.2022.121649,Media and Ingredients
10.1080/09505431.2018.1544232,Media and Ingredients
10.3390/conservation3020021,Media and Ingredients
10.1016/j.biomaterials.2021.121155,Media and Ingredients
10.1371/journal.pone.0221129,Media and Ingredients
10.3389/fbioe.2023.1202165,Media and Ingredients
10.1016/j.crfs.2024.100841,Media and Ingredients
10.3390/foods13091358,Media and Ingredients
10.3389/fsufs.2023.1104731,Media and Ingredients
10.3389/fsufs.2023.1134100,Media and Ingredients
10.3390/foods12142645,Media and Ingredients
10.1016/j.ces.2019.115269,Media and Ingredients
10.1002/btpr.3402,Media and Ingredients
10.3389/fsufs.2022.1056615,Media and Ingredients
10.1021/acsbiomaterials.2c01521,Media and Ingredients
10.3390/foods12071384,Media and Ingredients
10.1007/s10806-015-9573-8,Media and Ingredients
10.3390/gels8020094,Media and Ingredients
10.3390/cells13020135,Media and Ingredients
10.1007/s11626-024-00971-7,Media and Ingredients
10.1016/j.foodres.2024.113965,Media and Ingredients
10.3828/extr.2022.11,Media and Ingredients
10.1016/j.fufo.2024.100443,Media and Ingredients
10.1007/s00425-024-04456-5,Media and Ingredients
10.1080/08941920.2017.1304599,Media and Ingredients
10.1016/j.scitotenv.2023.164988,Media and Ingredients
10.1038/s42003-022-03423-8,Media and Ingredients
10.1111/faf.12541,Media and Ingredients
10.1039/d1fo04340d,Media and Ingredients
10.3390/foods12142682,Media and Ingredients
10.1038/s41467-024-49521-5,Media and Ingredients
10.3389/fcell.2023.1193634,Media and Ingredients
10.1038/s41538-021-00090-7,Media and Ingredients
10.1016/j.biomaterials.2022.121669,Media and Ingredients
10.1038/s41538-021-00121-3,Media and Ingredients
10.1016/j.foodchem.2024.140696,Media and Ingredients
10.1016/j.foodres.2022.111952,Media and Ingredients
10.3389/fsufs.2019.00128,Media and Ingredients
10.1016/j.scitotenv.2022.158051,Media and Ingredients
10.1007/s11367-015-0931-6,Media and Ingredients
10.3390/jfb14040218,Media and Ingredients
10.1177/2514848620963125,Media and Ingredients
10.5851/kosfa.2024.e27,Media and Ingredients
10.3389/fbioe.2022.895289,Media and Ingredients
10.5851/kosfa.2020.e39,Media and Ingredients
10.1016/j.foodhyd.2024.110156,Media and Ingredients
10.1016/j.biomaterials.2021.121267,Media and Ingredients
10.1016/j.heliyon.2024.e38006,Media and Ingredients
10.5851/kosfa.2023.e68,Media and Ingredients
10.5851/kosfa.2024.e72,Media and Ingredients
10.1002/bit.27848,Media and Ingredients
10.1016/j.foodres.2023.113794,Media and Ingredients
10.1002/elsc.202300005,Media and Ingredients
10.1007/s12571-023-01390-4,Media and Ingredients
10.1007/s10943-017-0403-3,Media and Ingredients
10.1016/j.jafr.2022.100358,Media and Ingredients
10.1007/s11356-022-23597-2,Media and Ingredients
10.1016/j.biomaterials.2022.121543,Media and Ingredients
10.1016/j.fbio.2023.102923,Media and Ingredients
10.1016/j.isci.2022.105054,Media and Ingredients
10.1002/bit.27469,Media and Ingredients
10.3390/foods9020185,Media and Ingredients
10.1038/s41467-023-44001-8,Media and Ingredients
10.3390/foods11193037,Media and Ingredients
10.3390/su152316164,Media and Ingredients
10.1038/s41538-024-00257-y,Media and Ingredients
10.1021/acsbiomaterials.3c01625,Media and Ingredients
10.1016/j.bbrc.2023.10.018,Media and Ingredients
10.1038/s41538-019-0054-8,Media and Ingredients
10.3390/biom12060838,Media and Ingredients
10.1016/S2095-3119(14)60886-8,More Waste
10.1016/j.ces.2019.115269,More Waste
10.3390/su13137430,Neophobia
10.1016/j.foodpol.2020.101931,Neophobia
10.3389/fnut.2023.1196475,Neophobia
10.3389/fsufs.2022.1056615,Neophobia
10.1007/s10806-015-9573-8,Neophobia
10.3389/fnut.2023.1197111,Neophobia
10.1016/j.fufo.2024.100297,Neophobia
10.1016/j.appet.2024.107297,Neophobia
10.1108/BFJ-09-2021-0987,Neophobia
10.1016/j.foodqual.2024.105208,Neophobia
10.1186/s40100-023-00278-3,Neophobia
10.3390/su141912501,Neophobia
10.3389/fsufs.2023.1302511,Neophobia
10.1002/fft2.165,Neophobia
10.1016/j.foodqual.2024.105102,Neophobia
10.1371/journal.pone.0251432,Neophobia
10.3390/su13158235,Neophobia
10.1016/j.MEATsci.2022.108964,Neophobia
10.3390/nu15132935,Neophobia
10.1080/01292986.2024.2342827,Neophobia
10.3389/fsufs.2019.00011,Neophobia
10.3934/agrfood.2024021,Neophobia
10.1108/BFJ-02-2020-0092,Neophobia
10.1016/j.foodpol.2022.102376,Neophobia
10.1016/j.jfca.2024.106663,Non-specified Distrust
10.1016/j.livsci.2021.104705,Non-specified Distrust
10.1016/j.MEATsci.2019.04.004,Non-specified Distrust
10.3389/fsufs.2023.1160458,Non-specified Distrust
10.3390/su13137430,Non-specified Distrust
10.1038/s41538-019-0041-0,Non-specified Distrust
10.1016/j.appet.2022.106392,Non-specified Distrust
10.1016/j.foodpol.2020.101931,Non-specified Distrust
10.1371/journal.pone.0290169,Non-specified Distrust
10.3390/foods13040563,Non-specified Distrust
10.3390/foods10112588,Non-specified Distrust
10.1016/S2095-3119(14)60886-8,Non-specified Distrust
10.1016/j.appet.2022.105990,Non-specified Distrust
10.1016/j.biomaterials.2022.121649,Non-specified Distrust
10.3390/conservation3020021,Non-specified Distrust
10.1002/cite.202200151,Non-specified Distrust
10.1371/journal.pone.0221129,Non-specified Distrust
10.3389/fsufs.2023.1104731,Non-specified Distrust
10.3389/fsufs.2023.1134100,Non-specified Distrust
10.22434/IFAMR2022.0017,Non-specified Distrust
10.1016/j.ces.2019.115269,Non-specified Distrust
10.1016/j.bej.2020.107864,Non-specified Distrust
10.1007/s10806-015-9573-8,Non-specified Distrust
10.1016/j.fufo.2024.100297,Non-specified Distrust
10.1108/BFJ-09-2021-0987,Non-specified Distrust
10.1016/j.foodqual.2024.105208,Non-specified Distrust
10.1186/s40100-023-00278-3,Non-specified Distrust
10.1111/faf.12541,Non-specified Distrust
10.1007/s11569-018-0330-0,Non-specified Distrust
10.1371/journal.pone.0251432,Non-specified Distrust
10.1177/09717218221075158,Non-specified Distrust
10.3390/su13158235,Non-specified Distrust
10.3389/fcell.2023.1193634,Non-specified Distrust
10.3390/nu13041284,Non-specified Distrust
10.1038/s41538-021-00090-7,Non-specified Distrust
10.1080/22041451.2024.2324405,Non-specified Distrust
10.3390/foods12142645,Non-specified Distrust
10.1016/j.foodcont.2021.108336,Non-specified Distrust
10.1080/01292986.2024.2342827,Non-specified Distrust
10.1177/2514848620963125,Non-specified Distrust
10.3389/fsufs.2019.00011,Non-specified Distrust
10.1111/ajsp.12609,Non-specified Distrust
10.3389/fsufs.2021.594650,Non-specified Distrust
10.3390/su14126956,Non-specified Distrust
10.3389/fnut.2024.1401715,Non-specified Distrust
10.1016/j.heliyon.2024.e38006,Non-specified Distrust
10.1016/j.MEATsci.2022.108776,Non-specified Distrust
10.1016/j.foodqual.2023.105060,Non-specified Distrust
10.1016/j.foodqual.2022.104573,Non-specified Distrust
10.3934/agrfood.2024021,Non-specified Distrust
10.1016/j.appet.2016.10.002,Non-specified Distrust
10.3390/foods11193037,Non-specified Distrust
10.1108/BFJ-02-2020-0092,Non-specified Distrust
10.1016/j.MEATsci.2023.109191,Non-specified Distrust
10.1016/j.jfca.2024.106663,Non-specified Env
10.3389/fsufs.2023.1127164,Non-specified Env
10.1016/j.livsci.2021.104705,Non-specified Env
10.1016/j.MEATsci.2019.04.004,Non-specified Env
10.3389/fsufs.2023.1160458,Non-specified Env
10.1353/con.2013.0013,Non-specified Env
10.1016/j.techsoc.2022.102116,Non-specified Env
10.1038/s41598-018-28746-7,Non-specified Env
10.1371/journal.pone.0290169,Non-specified Env
10.1038/s41538-022-00172-0,Non-specified Env
10.5851/kosfa.2022.e61,Non-specified Env
10.1007/s10806-019-09759-2,Non-specified Env
10.5851/kosfa.2024.e46,Non-specified Env
10.3390/foods10112588,Non-specified Env
10.1016/S2095-3119(14)60886-8,Non-specified Env
10.1021/acsabm.3c00944,Non-specified Env
10.3390/nu11081904,Non-specified Env
10.1038/s41538-024-00262-1,Non-specified Env
10.3390/bios14010024,Non-specified Env
10.1016/j.appet.2022.105990,Non-specified Env
10.1016/j.biomaterials.2022.121649,Non-specified Env
10.3389/fnut.2020.00148,Non-specified Env
10.1002/cite.202200151,Non-specified Env
10.1371/journal.pone.0221129,Non-specified Env
10.1016/j.appet.2020.104860,Non-specified Env
10.1016/j.crfs.2024.100841,Non-specified Env
10.1016/j.crbiot.2024.100241,Non-specified Env
10.3389/fsufs.2023.1104731,Non-specified Env
10.22434/IFAMR2022.0017,Non-specified Env
10.3390/foods12142645,Non-specified Env
10.3390/su12114377,Non-specified Env
10.3389/fnut.2023.1196475,Non-specified Env
10.1002/btpr.3402,Non-specified Env
10.1007/s10806-015-9573-8,Non-specified Env
10.1016/j.foodres.2024.113965,Non-specified Env
10.1016/j.fufo.2024.100297,Non-specified Env
10.1021/acsami.2c10620,Non-specified Env
10.3828/extr.2022.11,Non-specified Env
10.1016/j.appet.2024.107297,Non-specified Env
10.1016/j.fufo.2024.100443,Non-specified Env
10.1108/BFJ-09-2021-0987,Non-specified Env
10.1016/j.foodqual.2024.105208,Non-specified Env
10.1016/j.appet.2017.03.009,Non-specified Env
10.1080/08941920.2017.1304599,Non-specified Env
10.1016/j.foodpol.2022.102307,Non-specified Env
10.1016/j.scitotenv.2023.164988,Non-specified Env
10.3390/bioengineering11080854,Non-specified Env
10.1111/faf.12541,Non-specified Env
10.1155/2024/1027972,Non-specified Env
10.3389/fsufs.2023.1302511,Non-specified Env
10.1007/s11569-018-0330-0,Non-specified Env
10.1016/j.foodqual.2024.105102,Non-specified Env
10.1177/0963662516639001,Non-specified Env
10.1016/j.foodhyd.2022.107632,Non-specified Env
10.1371/journal.pone.0251432,Non-specified Env
10.1177/09717218221075158,Non-specified Env
10.1016/j.foodhyd.2017.05.036,Non-specified Env
10.3389/fnut.2019.00103,Non-specified Env
10.3390/su13158235,Non-specified Env
10.3390/nu13041284,Non-specified Env
10.1016/j.MEATsci.2022.108964,Non-specified Env
10.1038/s41538-021-00090-7,Non-specified Env
10.1080/22041451.2024.2324405,Non-specified Env
10.1016/j.foodchem.2024.140696,Non-specified Env
10.1016/j.foodres.2022.111952,Non-specified Env
10.3389/fsufs.2019.00128,Non-specified Env
10.1016/j.foodcont.2021.108336,Non-specified Env
10.1016/j.scitotenv.2022.158051,Non-specified Env
10.1038/s41538-022-00155-1,Non-specified Env
10.1080/01292986.2024.2342827,Non-specified Env
10.1007/s11367-015-0931-6,Non-specified Env
10.1016/j.fbio.2024.103819,Non-specified Env
10.1177/2514848620963125,Non-specified Env
10.3389/fsufs.2019.00011,Non-specified Env
10.1016/j.foodqual.2023.105032,Non-specified Env
10.1111/ajsp.12609,Non-specified Env
10.1016/j.foodhyd.2024.110156,Non-specified Env
10.1016/j.biomaterials.2022.121602,Non-specified Env
10.3390/su14126956,Non-specified Env
10.3389/fnut.2024.1401715,Non-specified Env
10.1080/00036846.2024.2408035,Non-specified Env
10.1111/japp.12056,Non-specified Env
10.1057/s41599-022-01316-z,Non-specified Env
10.1016/j.biomaterials.2022.121487,Non-specified Env
10.1002/elsc.202300005,Non-specified Env
10.1016/j.MEATsci.2022.108776,Non-specified Env
10.1016/j.foodqual.2023.105060,Non-specified Env
10.1007/s10943-017-0403-3,Non-specified Env
10.1016/j.foodqual.2022.104573,Non-specified Env
10.1007/s11356-022-23597-2,Non-specified Env
10.3934/agrfood.2024021,Non-specified Env
10.1016/j.biomaterials.2022.121543,Non-specified Env
10.1016/j.isci.2022.105054,Non-specified Env
10.1038/s41467-021-25236-9,Non-specified Env
10.3390/foods9020185,Non-specified Env
10.1016/j.appet.2016.10.002,Non-specified Env
10.1038/s41467-023-44001-8,Non-specified Env
10.3390/su152316164,Non-specified Env
10.1016/j.matdes.2024.112992,Non-specified Env
10.3390/su15054009,Non-specified Env
10.1038/s41538-024-00257-y,Non-specified Env
10.1016/j.ecolecon.2021.107329,Non-specified Env
10.1108/BFJ-02-2020-0092,Non-specified Env
10.1016/j.fbio.2022.101766,Non-specified Env
10.1021/acsbiomaterials.3c01625,Non-specified Env
10.1016/j.MEATsci.2023.109191,Non-specified Env
10.1016/j.foodpol.2022.102376,Non-specified Env
10.1353/con.2013.0013,Non-specified Health
10.1016/j.appet.2022.106392,Non-specified Health
10.1038/s41538-022-00172-0,Non-specified Health
10.1016/j.biomaterials.2022.121649,Non-specified Health
10.3389/fsufs.2023.1160458,Non-specified Health
10.3389/fnut.2020.00148,Non-specified Health
10.3389/fsufs.2023.1134100,Non-specified Health
10.22434/IFAMR2022.0017,Non-specified Health
10.3389/fnut.2023.1196475,Non-specified Health
10.1007/s10806-015-9573-8,Non-specified Health
10.1016/j.foodres.2024.113965,Non-specified Health
10.1038/s42003-022-03423-8,Non-specified Health
10.3390/bioengineering11080854,Non-specified Health
10.1016/j.foodqual.2024.105102,Non-specified Health
10.3390/su13158235,Non-specified Health
10.3390/nu13041284,Non-specified Health
10.1016/j.foodcont.2021.108336,Non-specified Health
10.1016/j.scitotenv.2022.158051,Non-specified Health
10.3389/fsufs.2019.00011,Non-specified Health
10.1016/j.foodqual.2023.105032,Non-specified Health
10.1080/00036846.2024.2408035,Non-specified Health
10.5851/kosfa.2024.e72,Non-specified Health
10.1016/j.fbio.2023.102923,Non-specified Health
10.1038/s41467-021-25236-9,Non-specified Health
10.3390/foods9020185,Non-specified Health
10.1016/j.ecolecon.2021.107329,Non-specified Health
10.1108/BFJ-02-2020-0092,Non-specified Health
10.1016/j.jfca.2024.106663,Offering Better Nutrition
10.1002/bit.28324,Offering Better Nutrition
10.1038/s41538-019-0041-0,Offering Better Nutrition
10.3390/cells13010041,Offering Better Nutrition
10.1038/s41538-022-00157-z,Offering Better Nutrition
10.1016/j.foodres.2023.113757,Offering Better Nutrition
10.1016/j.ifset.2024.103734,Offering Better Nutrition
10.1016/j.livsci.2021.104705,Offering Better Nutrition
10.22434/IFAMR2022.0017,Offering Better Nutrition
10.3390/foods12142645,Offering Better Nutrition
10.1089/space.2019.0018,Offering Better Nutrition
10.3390/su12114377,Offering Better Nutrition
10.3390/gels8020094,Offering Better Nutrition
10.3390/cells13020135,Offering Better Nutrition
10.1016/j.fufo.2024.100297,Offering Better Nutrition
10.1016/j.foodqual.2024.105208,Offering Better Nutrition
10.1111/faf.12541,Offering Better Nutrition
10.3390/su141912501,Offering Better Nutrition
10.1159/000511764,Offering Better Nutrition
10.1007/s11569-018-0330-0,Offering Better Nutrition
10.3390/su13158235,Offering Better Nutrition
10.3390/nu13041284,Offering Better Nutrition
10.3390/nu15132935,Offering Better Nutrition
10.1016/j.foodchem.2024.140696,Offering Better Nutrition
10.1016/j.foodcont.2021.108336,Offering Better Nutrition
10.1038/s41538-022-00155-1,Offering Better Nutrition
10.1177/2514848620963125,Offering Better Nutrition
10.1016/j.foodhyd.2024.110156,Offering Better Nutrition
10.1080/00036846.2024.2408035,Offering Better Nutrition
10.1016/j.jfoodeng.2023.111627,Offering Better Nutrition
10.1016/j.foodres.2023.113794,Offering Better Nutrition
10.1007/s10943-017-0403-3,Offering Better Nutrition
10.1016/j.foodqual.2022.104573,Offering Better Nutrition
10.1016/j.biomaterials.2022.121543,Offering Better Nutrition
10.1016/j.matdes.2024.112992,Offering Better Nutrition
10.1016/j.MEATsci.2022.109081,Offering Better Nutrition
10.1016/j.biomaterials.2021.121107,Offering Better Nutrition
10.1016/j.fbio.2022.101766,Offering Better Nutrition
10.1016/j.foodpol.2022.102376,Offering Better Nutrition
10.1080/09505431.2016.1171836,Offering Better Nutrition
10.1016/j.jfca.2024.106663,Other
10.1002/bit.28324,Other
10.3389/fsufs.2023.1160458,Other
10.1016/j.appet.2022.106392,Other
10.1021/acs.jafc.3c06638,Other
10.3390/cells10092499,Other
10.1016/j.ifset.2024.103734,Other
10.3390/cells13010041,Other
10.3389/fsufs.2023.1104731,Other
10.3389/fsufs.2024.1294390,Other
10.3390/nu15214649,Other
10.1007/s10806-017-9654-y,Overconsumption Continues
10.1007/s10806-019-09759-2,Overconsumption Continues
10.3390/foods10112588,Overconsumption Continues
10.3390/conservation3020021,Overconsumption Continues
10.3389/fsufs.2023.1160458,Overconsumption Continues
10.1111/faf.12541,Overconsumption Continues
10.3390/su13158235,Overconsumption Continues
10.1007/s11569-017-0282-9,Overconsumption Continues
10.3390/conservation3020021,Overconsumption Continues B
10.3389/fsufs.2023.1104731,Overconsumption Continues B
10.3389/fsufs.2024.1294390,Overconsumption Continues B
10.1002/bit.28324,Pollution
10.1016/j.ifset.2024.103734,Pollution
10.1016/j.livsci.2021.104705,Pollution
10.3389/fsufs.2023.1160458,Pollution
10.1353/con.2013.0013,Pollution
10.1038/s41538-019-0041-0,Pollution
10.1016/j.techsoc.2022.102116,Pollution
10.1016/j.appet.2022.106392,Pollution
10.1016/j.foodpol.2020.101931,Pollution
10.1021/acs.jafc.3c06638,Pollution
10.1016/j.fbio.2022.101571,Pollution
10.3390/cells13010041,Pollution
10.3390/foods13040563,Pollution
10.1038/s41538-022-00172-0,Pollution
10.3390/cells10092499,Pollution
10.5851/kosfa.2024.e46,Pollution
10.1016/j.fbio.2023.102910,Pollution
10.1016/j.foodres.2023.113757,Pollution
10.1016/j.foodqual.2021.104226,Pollution
10.1016/S2095-3119(14)60886-8,Pollution
10.3390/nu11081904,Pollution
10.1016/j.foodhyd.2024.109944,Pollution
10.1016/j.carbpol.2023.121287,Pollution
10.1016/j.biomaterials.2022.121649,Pollution
10.1080/09505431.2018.1544232,Pollution
10.3390/conservation3020021,Pollution
10.3389/fsufs.2023.1127164,Pollution
10.3389/fnut.2020.00148,Pollution
10.1002/cite.202200151,Pollution
10.1371/journal.pone.0221129,Pollution
10.3390/foods13091358,Pollution
10.3389/fsufs.2023.1104731,Pollution
10.22434/IFAMR2022.0017,Pollution
10.3389/fsufs.2024.1294390,Pollution
10.1089/space.2019.0018,Pollution
10.3390/su12114377,Pollution
10.3389/fnut.2023.1196475,Pollution
10.1002/btpr.3402,Pollution
10.3389/fsufs.2022.1056615,Pollution
10.3390/gels8020094,Pollution
10.1007/s11626-024-00971-7,Pollution
10.5187/jast.2023.e10,Pollution
10.3389/fnut.2023.1197111,Pollution
10.3828/extr.2022.11,Pollution
10.1016/j.foodqual.2024.105208,Pollution
10.1016/j.jfoodeng.2024.112259,Pollution
10.1016/j.foodpol.2022.102307,Pollution
10.3390/nu15214649,Pollution
10.1038/s42003-022-03423-8,Pollution
10.3390/bioengineering11080854,Pollution
10.1111/faf.12541,Pollution
10.3390/su141912501,Pollution
10.1159/000511764,Pollution
10.1016/j.foodres.2022.111561,Pollution
10.1016/j.foodres.2022.111818,Pollution
10.3389/fsufs.2023.1302511,Pollution
10.1039/d1fo04340d,Pollution
10.1002/fft2.165,Pollution
10.1002/adsu.202300499,Pollution
10.1007/s11569-018-0330-0,Pollution
10.1177/0963662516639001,Pollution
10.3390/foods12142682,Pollution
10.1108/BFJ-01-2018-0025,Pollution
10.1177/09717218221075158,Pollution
10.1038/s41467-024-49521-5,Pollution
10.3390/su13158235,Pollution
10.3389/fcell.2023.1193634,Pollution
10.3390/nu13041284,Pollution
10.3390/nu15132935,Pollution
10.1016/j.biomaterials.2022.121669,Pollution
10.1038/s41538-021-00121-3,Pollution
10.1016/j.foodchem.2024.140696,Pollution
10.1016/j.foodres.2022.111952,Pollution
10.1038/s41538-022-00155-1,Pollution
10.1080/01292986.2024.2342827,Pollution
10.1007/s11367-015-0931-6,Pollution
10.3390/jfb14040218,Pollution
10.3390/foods10112537,Pollution
10.3389/fsufs.2019.00011,Pollution
10.5851/kosfa.2020.e39,Pollution
10.1016/j.ijbiomac.2024.134242,Pollution
10.1016/j.foodhyd.2024.110156,Pollution
10.3389/fsufs.2021.594650,Pollution
10.3389/fnut.2024.1401715,Pollution
10.1016/j.heliyon.2024.e38006,Pollution
10.1080/00036846.2024.2408035,Pollution
10.5851/kosfa.2024.e72,Pollution
10.1111/japp.12056,Pollution
10.1002/bit.27848,Pollution
10.3390/su15129253,Pollution
10.3390/foods11213364,Pollution
10.1016/j.foodres.2023.113794,Pollution
10.1007/s10943-017-0403-3,Pollution
10.1016/j.jafr.2022.100358,Pollution
10.1007/s11569-017-0282-9,Pollution
10.1038/s41598-024-68247-4,Pollution
10.1007/s11356-022-23597-2,Pollution
10.3934/agrfood.2024021,Pollution
10.1016/j.isci.2022.105054,Pollution
10.1002/bit.27469,Pollution
10.1016/j.biomaterials.2022.121659,Pollution
10.3390/su152316164,Pollution
10.1016/j.MEATsci.2022.109081,Pollution
10.1016/j.ecolecon.2021.107329,Pollution
10.1016/j.biomaterials.2021.121107,Pollution
10.1108/BFJ-02-2020-0092,Pollution
10.1016/j.bbrc.2023.10.018,Pollution
10.1016/j.foodhyd.2024.110412,Pollution
10.1016/j.MEATsci.2023.109191,Pollution
10.1016/j.foodpol.2022.102376,Pollution
10.3390/biom12060838,Pollution
10.1080/09505431.2016.1171836,Pollution
10.1021/acs.jafc.3c06919,Pollution
10.1016/j.jfca.2024.106663,Poor Sensory Attribute
10.1016/j.biomaterials.2022.121615,Poor Sensory Attribute
10.1016/j.techsoc.2022.102116,Poor Sensory Attribute
10.1038/s41538-022-00157-z,Poor Sensory Attribute
10.1016/j.carbpol.2023.121287,Poor Sensory Attribute
10.1016/j.biomaterials.2022.121649,Poor Sensory Attribute
10.1016/j.cej.2023.147467,Poor Sensory Attribute
10.1016/j.biomaterials.2021.121155,Poor Sensory Attribute
10.1038/s41467-023-44359-9,Poor Sensory Attribute
10.1089/space.2019.0018,Poor Sensory Attribute
10.1007/s10806-015-9573-8,Poor Sensory Attribute
10.1007/s11626-024-00971-7,Poor Sensory Attribute
10.7554/eLife.82120,Poor Sensory Attribute
10.1016/j.foodres.2024.113965,Poor Sensory Attribute
10.3389/fnut.2023.1197111,Poor Sensory Attribute
10.1016/j.fufo.2024.100297,Poor Sensory Attribute
10.1016/j.appet.2024.107240,Poor Sensory Attribute
10.3828/extr.2022.11,Poor Sensory Attribute
10.1016/j.fufo.2024.100443,Poor Sensory Attribute
10.3390/su141912501,Poor Sensory Attribute
10.1159/000511764,Poor Sensory Attribute
10.1016/j.foodres.2022.111561,Poor Sensory Attribute
10.1016/j.foodres.2022.111818,Poor Sensory Attribute
10.1016/j.foodhyd.2024.110369,Poor Sensory Attribute
10.1002/adsu.202300499,Poor Sensory Attribute
10.1016/j.foodqual.2024.105102,Poor Sensory Attribute
10.1177/09717218221075158,Poor Sensory Attribute
10.1038/s41467-024-49521-5,Poor Sensory Attribute
10.1038/s41538-021-00090-7,Poor Sensory Attribute
10.1016/j.biomaterials.2022.121669,Poor Sensory Attribute
10.1080/22041451.2024.2324405,Poor Sensory Attribute
10.1038/s41538-021-00121-3,Poor Sensory Attribute
10.1016/j.foodchem.2024.140696,Poor Sensory Attribute
10.1016/j.foodhyd.2024.109762,Poor Sensory Attribute
10.1038/s41538-022-00155-1,Poor Sensory Attribute
10.1021/acs.jafc.3c09713,Poor Sensory Attribute
10.5851/kosfa.2024.e27,Poor Sensory Attribute
10.1007/s10943-017-0403-3,Poor Sensory Attribute
10.1016/j.foodres.2024.114425,Poor Sensory Attribute
10.1038/s41598-024-68247-4,Poor Sensory Attribute
10.1038/s41467-021-25236-9,Poor Sensory Attribute
10.1002/bit.27469,Poor Sensory Attribute
10.1016/j.matdes.2024.112992,Poor Sensory Attribute
10.3390/su15054009,Poor Sensory Attribute
10.1038/s41538-024-00257-y,Poor Sensory Attribute
10.1016/j.biomaterials.2021.121107,Poor Sensory Attribute
10.1021/acsbiomaterials.3c01625,Poor Sensory Attribute
10.1038/s41538-019-0054-8,Poor Sensory Attribute
10.1016/j.MEATsci.2023.109191,Poor Sensory Attribute
10.3390/gels9010065,Poor Sensory Attribute
10.3389/fsufs.2024.1341151,Poor Sensory Attribute
10.1016/j.techsoc.2022.102116,Power Inequities
10.3389/fsufs.2023.1160458,Power Inequities
10.3389/fsufs.2023.1104731,Power Inequities
10.3389/fsufs.2023.1134100,Power Inequities
10.3828/extr.2022.11,Power Inequities
10.1016/j.jfca.2024.106663,Process and Bioreactors
10.1002/bit.28324,Process and Bioreactors
10.1016/j.biomaterials.2022.121615,Process and Bioreactors
10.1016/j.fbio.2022.101571,Process and Bioreactors
10.3390/foods13040563,Process and Bioreactors
10.1002/cite.202200151,Process and Bioreactors
10.1016/j.biomaterials.2021.121155,Process and Bioreactors
10.1371/journal.pone.0221129,Process and Bioreactors
10.3389/fbioe.2023.1202165,Process and Bioreactors
10.1016/j.crfs.2024.100841,Process and Bioreactors
10.3390/foods13091358,Process and Bioreactors
10.3389/fsufs.2023.1104731,Process and Bioreactors
10.3389/fsufs.2023.1134100,Process and Bioreactors
